Date,LU1893597309,WQDA NA,PIRPEUR LX,LU1919842267,9888 HK,LU0154236417,LU1883854199,BEAN SW,LU0072462186,NVDA US,LU1191877379,SIE GY,PFLDCPE LX,LU1244893696,ASML NA,ALGAATU LX,FFGLCAE LX
2024-02-05,211.9,7.16827,317.93,183.32,12.01245,57.78005,520.03,426.74872,90.8,64.56095,12.6,164.62,498.94,277.7,827.4,23.981,17.03
2024-02-06,211.26,7.19887,316.58,182.76,12.5787,57.63185,518.5,427.34128,91.4,63.45735,12.59,167.38,498.22,278.59,833.8,23.87164,17.07
2024-02-07,212.75,7.19842,315.35,185.24,12.24895,57.75197,522.66,426.46672,91.24,65.11751,12.57,168.16,500.18,277.84,850.0,23.92234,17.16
2024-02-08,213.6,7.17702,321.06,187.28,12.21236,57.99684,524.6,426.5433,91.25,64.64402,12.58,169.78,507.15,278.16,855.1,24.32702,17.3
2024-02-09,213.58,7.1985,323.98,189.66,11.99828,58.08455,526.12,423.406,91.0,66.87651,12.62,165.52,511.39,279.22,876.1,24.5178,17.46
2024-02-12,214.6,7.26173,326.9,188.66,11.99828,58.37507,524.49,434.91132,91.38,67.00798,12.6,165.14,515.78,281.82,877.6,24.89093,17.53
2024-02-13,211.33,7.19692,319.96,186.81,11.99828,57.90947,521.31,427.92458,90.52,67.31498,12.6,163.68,506.66,279.04,850.7,24.9496,17.24
2024-02-14,213.12,7.21666,324.28,189.84,12.22833,58.02814,527.73,433.09452,91.2,68.8659,12.59,165.04,513.0,280.87,853.4,24.33715,17.29
2024-02-15,214.93,7.2585,323.26,188.88,12.32273,58.29771,526.5,434.15213,91.7,67.51347,12.61,167.0,511.34,281.35,860.8,24.80134,17.34
2024-02-16,215.5,7.30302,322.55,187.66,12.68137,58.12767,522.42,436.52012,92.26,67.3715,12.61,169.22,511.7,280.85,874.6,24.79115,17.28
2024-02-19,216.39,7.29482,322.55,187.76,12.29233,58.09206,522.42,434.98129,92.56,67.3715,12.62,169.58,511.7,280.85,859.5,24.79115,17.16
2024-02-20,215.04,7.26119,316.14,184.43,12.29902,57.63041,515.51,434.32013,92.3,64.23603,12.63,168.72,499.55,277.35,837.7,24.39632,16.94
2024-02-21,215.06,7.2549,313.81,181.41,12.52819,57.5037,517.28,435.45677,92.12,62.42783,12.62,169.42,492.7,276.33,834.0,23.96225,16.93
2024-02-22,218.87,7.33558,325.82,187.42,12.64202,58.58595,528.44,434.4311,92.95,72.58595,12.63,172.1,509.8,279.11,876.8,23.9317,17.24
2024-02-23,219.93,7.36915,326.57,187.44,12.97484,58.89145,527.73,434.30393,93.58,72.81016,12.65,175.3,508.67,279.98,865.0,24.22845,17.27
2024-02-26,219.47,7.33379,325.92,187.54,12.66971,58.55233,524.8,434.03268,93.02,72.92946,12.66,174.9,505.67,277.84,869.8,24.14283,17.3
2024-02-27,218.53,7.32799,327.17,187.5,12.77805,58.27113,525.98,443.29409,92.95,72.5288,12.65,176.62,505.84,278.29,879.2,24.30264,17.31
2024-02-28,217.95,7.3138,323.67,186.57,12.56533,58.2303,525.61,445.22879,93.01,71.65805,12.65,179.86,501.66,277.18,869.4,24.37073,17.24
2024-02-29,218.1,7.33963,327.37,187.56,11.7735,58.76852,528.6,439.55031,93.53,73.25185,12.63,182.94,505.07,278.09,870.5,24.33611,17.28
2024-03-01,218.87,7.37848,332.04,188.81,11.92744,58.8485,533.08,439.42087,93.15,75.91714,12.63,181.28,509.08,280.0,894.0,24.72809,17.51
2024-03-04,219.38,7.39611,335.64,188.16,11.89948,59.10849,530.82,446.58622,93.44,78.50157,12.64,181.08,511.33,280.53,913.2,24.96998,17.52
2024-03-05,218.46,7.38186,332.02,184.25,11.21633,58.70166,523.15,449.72472,93.76,79.15654,12.65,178.54,504.69,278.59,899.5,24.78029,17.2
2024-03-06,218.58,7.40956,332.56,185.21,11.38314,58.58558,524.02,464.508,94.13,81.36122,12.65,180.0,504.07,279.53,912.2,24.19446,17.35
2024-03-07,223.85,7.42708,336.23,187.22,11.17015,58.78212,527.48,468.8699,94.93,84.72982,12.67,181.54,507.49,282.06,949.2,24.38932,17.48
2024-03-08,223.42,7.42024,340.67,184.41,11.24451,59.15532,523.83,467.92331,94.62,80.01463,12.7,181.92,517.01,281.28,923.4,24.8498,17.38
2024-03-11,221.26,7.37757,331.03,183.45,11.41692,58.3341,523.8,460.63607,94.0,78.51167,12.71,180.62,504.75,281.74,884.5,24.666,17.25
2024-03-12,222.98,7.43365,334.08,185.74,11.93972,58.93397,530.43,473.0319,94.91,84.17712,12.72,182.74,511.26,282.69,892.3,24.46469,17.4
2024-03-13,223.43,7.41124,332.33,184.4,12.15665,58.65657,529.23,471.04959,95.34,82.94971,12.77,183.9,509.99,283.04,878.9,24.50625,17.35
2024-03-14,224.05,7.41545,329.81,184.37,12.17719,58.92349,532.83,470.95935,94.85,80.77891,12.75,184.0,512.41,283.47,881.0,24.62625,17.26
2024-03-15,223.84,7.38405,327.3,182.05,11.89849,58.76516,526.44,471.60084,95.44,80.70241,12.74,184.96,507.72,281.19,857.7,24.29989,17.05
2024-03-18,223.12,7.40832,330.72,183.5,12.02508,59.21428,530.03,470.02331,95.14,81.38283,12.75,183.62,509.95,283.63,870.8,24.06762,17.17
2024-03-19,222.33,7.43014,324.55,184.17,11.95524,58.82732,534.78,467.85355,95.09,82.28829,12.74,173.04,504.0,284.84,869.6,24.28258,17.16
2024-03-20,223.6,7.43851,327.75,185.94,11.9884,59.07585,538.56,472.32264,95.53,83.18483,12.73,175.76,509.77,286.0,874.5,24.27448,17.21
2024-03-21,225.6,7.55397,335.65,187.47,11.89334,59.91895,539.87,478.12226,96.22,84.2098,12.69,174.84,522.62,288.02,923.3,24.63557,17.5
2024-03-22,224.85,7.55423,334.48,188.1,11.61956,59.87414,541.48,471.35461,96.38,87.25615,12.66,175.4,521.73,288.59,906.1,24.82093,17.45
2024-03-25,224.74,7.52884,334.97,186.99,11.88008,59.73055,537.86,462.81963,96.86,87.66448,12.69,174.06,522.24,287.4,913.0,24.67629,17.25
2024-03-26,224.26,7.53014,335.76,187.12,12.32089,59.9206,537.59,461.63789,96.75,85.45933,12.69,175.3,524.45,288.66,900.4,24.65617,17.31
2024-03-27,223.86,7.54913,334.09,187.4,11.74927,59.9316,541.22,455.36335,97.16,83.41806,12.69,176.92,518.4,290.5,895.2,24.57898,17.28
2024-03-28,224.11,7.59253,336.73,187.79,12.15489,60.4761,542.58,454.4504,97.8,83.69396,12.72,176.96,520.21,291.29,892.2,24.8907,17.37
2024-03-29,224.11,7.59253,336.73,187.79,12.15489,60.4761,542.58,454.4504,97.8,83.69396,12.72,176.96,520.21,291.29,892.2,24.8907,17.41
2024-04-01,224.11,7.59253,336.73,187.79,12.15489,60.4761,542.58,454.4504,97.8,84.16038,12.72,176.96,520.21,291.29,892.2,24.8907,17.43
2024-04-02,221.69,7.52572,332.99,186.98,12.44374,60.02043,540.74,436.3382,96.51,83.07207,12.72,175.6,517.11,290.11,890.7,24.91818,17.21
2024-04-03,221.13,7.53051,333.41,186.22,12.26568,59.79134,538.61,438.19594,96.66,82.13831,12.69,176.54,518.41,288.95,905.0,24.41963,17.25
2024-04-04,221.95,7.53992,334.41,183.32,12.26568,60.22654,528.25,439.62688,97.23,79.10949,12.7,176.14,522.73,286.42,901.3,24.41219,17.26
2024-04-05,220.61,7.44924,330.39,186.11,12.38938,59.53304,538.47,441.87038,96.07,81.21816,12.69,172.36,520.82,287.04,905.7,24.1866,17.13
2024-04-08,220.89,7.48184,330.42,185.91,12.18083,59.68664,536.26,442.10321,96.81,80.30691,12.7,174.26,519.86,286.45,913.7,24.38166,17.17
2024-04-09,219.46,7.45269,333.97,186.09,11.77601,59.76969,535.97,439.10068,96.38,78.63105,12.7,173.14,520.5,287.21,899.3,24.4831,17.15
2024-04-10,218.47,7.45734,334.74,186.46,12.12541,59.78949,536.54,440.76063,95.83,81.07209,12.71,174.38,521.71,286.08,913.3,25.01816,17.18
2024-04-11,219.55,7.43646,335.23,189.1,11.99951,60.00187,542.68,441.65542,95.87,84.54562,12.69,173.58,526.86,288.02,909.1,24.70069,17.22
2024-04-12,219.39,7.46768,335.66,187.62,11.6972,60.3552,539.49,435.18445,96.78,82.866,12.69,172.66,530.5,285.34,907.5,25.11304,17.17
2024-04-15,221.52,7.46728,335.0,184.46,11.61953,60.27642,532.72,434.17743,97.03,80.85841,12.67,175.9,529.77,281.87,910.9,24.56694,17.01
2024-04-16,216.85,7.36461,326.73,184.32,11.31421,59.12471,532.95,426.80419,94.67,82.27294,12.61,173.08,515.57,277.76,913.4,24.08292,16.8
2024-04-17,217.49,7.3062,326.38,182.01,11.16291,59.10798,529.48,430.21392,95.25,78.9061,12.59,172.68,516.55,277.09,852.4,24.00432,16.62
2024-04-18,214.88,7.32798,320.36,181.14,11.21428,58.41547,525.64,431.56852,94.9,79.4809,12.63,175.52,510.24,277.35,840.3,23.83901,16.56
2024-04-19,214.65,7.30683,317.17,177.5,11.08369,58.20349,519.82,431.39755,94.82,71.52243,12.63,172.96,502.2,274.92,821.0,23.6162,16.36
2024-04-22,214.92,7.32172,315.54,179.56,11.25826,58.10874,525.23,430.54198,95.67,74.6718,12.65,174.02,495.97,276.76,813.2,23.31449,16.37
2024-04-23,216.71,7.39963,318.67,182.04,11.49244,58.50467,529.62,440.58599,96.58,77.03084,12.68,175.34,501.74,277.4,834.3,23.4514,16.55
2024-04-24,217.37,7.39379,324.57,182.75,11.69178,58.85324,530.58,434.77794,96.79,74.52717,12.69,174.64,510.27,276.93,834.8,24.12955,16.61
2024-04-25,212.21,7.33212,319.51,181.47,11.65415,57.42242,526.48,428.32367,95.81,77.00308,12.67,173.7,489.74,273.65,833.7,23.85575,16.45
2024-04-26,217.21,7.42029,330.67,185.4,12.05186,58.92473,535.46,435.22919,97.27,82.03366,12.66,177.62,507.28,277.31,858.8,24.14455,16.79
2024-04-29,216.37,7.42812,331.06,184.44,12.30664,58.85698,532.79,439.97762,97.65,81.81708,12.66,177.64,505.65,276.63,847.7,24.34309,16.72
2024-04-30,216.13,7.42719,331.63,181.66,12.53569,59.19094,526.32,435.30087,97.61,80.90832,12.67,175.9,506.3,274.14,832.7,24.60418,16.65
2024-05-01,216.13,7.42719,331.63,181.66,12.53569,59.19094,526.32,435.30087,97.61,77.81203,12.67,175.9,506.3,274.14,832.7,24.60418,16.47
2024-05-02,214.08,7.36988,323.63,182.44,12.59538,58.43986,529.16,434.66041,97.29,80.07558,12.7,175.2,501.93,275.08,811.4,23.94961,16.54
2024-05-03,217.14,7.46507,331.14,183.3,13.08198,59.3181,531.61,437.38022,97.66,82.48699,12.72,177.62,514.27,274.93,835.9,24.09718,16.72
2024-05-06,216.86,7.48441,333.06,185.13,13.14459,59.56933,537.38,436.37162,97.9,85.5207,12.71,179.36,515.22,277.64,846.6,24.39772,16.74
2024-05-07,218.7,7.53909,333.94,185.03,12.85699,59.98143,538.47,441.49257,98.7,84.07985,12.73,180.14,518.39,277.58,854.2,24.78886,16.89
2024-05-08,220.16,7.53183,335.09,184.75,12.72629,59.98511,539.24,446.58766,99.4,84.13549,12.74,181.58,516.59,277.58,845.0,24.69207,16.85
2024-05-09,220.16,7.57192,335.09,184.75,12.75479,59.98511,539.24,446.58766,99.4,82.35616,12.74,184.08,516.59,277.58,847.9,24.69207,16.87
2024-05-10,220.93,7.61433,336.62,185.52,12.73136,60.41203,540.68,448.78534,100.71,83.40572,12.75,188.4,518.37,276.18,864.5,24.24267,16.93
2024-05-13,220.54,7.63674,335.46,185.25,12.73743,60.17232,537.69,444.78952,100.59,83.74931,12.75,187.98,512.65,276.98,853.0,24.14814,16.95
2024-05-14,220.56,7.61634,335.81,185.51,12.92205,59.98891,538.81,447.44955,100.7,84.45595,12.75,185.24,513.13,277.52,840.7,24.2277,16.94
2024-05-15,222.18,7.6582,339.53,188.34,12.92205,60.17292,544.16,448.38683,101.59,87.0401,12.76,187.7,518.89,279.16,851.0,24.25212,17.09
2024-05-16,222.5,7.70275,343.28,188.15,12.77849,60.67323,542.06,445.87657,101.35,86.78286,12.79,175.0,525.75,280.59,859.1,24.66992,17.19
2024-05-17,220.76,7.67274,342.24,187.93,13.07717,60.49315,542.95,443.40632,101.07,85.0851,12.79,172.56,521.93,280.71,853.0,24.60999,17.15
2024-05-20,220.76,7.71434,342.24,187.93,12.67461,60.49315,542.95,443.40632,101.07,87.22621,12.79,173.12,521.93,280.71,864.7,24.60999,17.26
2024-05-21,220.93,7.70536,341.91,189.38,12.13583,60.48461,547.11,443.76308,101.1,87.88097,12.84,173.64,523.68,280.27,853.7,24.7365,17.24
2024-05-22,221.3,7.69418,345.63,190.05,11.90874,60.75809,548.49,442.45584,101.62,87.56802,12.84,173.7,528.41,280.05,854.1,24.74739,17.39
2024-05-23,222.48,7.68885,346.52,189.67,11.72498,60.85228,543.84,446.38039,101.47,95.95027,12.82,177.18,529.84,279.19,876.4,25.11509,17.36
2024-05-24,221.29,7.67115,342.08,189.63,11.55195,60.41302,545.41,444.06746,101.21,98.15525,12.81,177.3,524.94,279.79,880.5,24.66074,17.22
2024-05-27,222.78,7.67238,342.08,189.55,11.57028,60.5709,545.41,439.441,101.82,98.15525,12.83,178.92,524.94,279.79,882.6,24.66074,17.19
2024-05-28,220.71,7.62979,341.79,189.51,11.51883,60.42299,541.86,440.08731,101.4,104.73655,12.84,177.26,527.92,279.62,896.0,24.89177,17.16
2024-05-29,219.26,7.56777,340.19,189.09,11.34232,60.34578,541.5,437.1807,100.45,106.16217,12.83,175.74,529.24,278.27,888.5,24.92363,17.08
2024-05-30,220.92,7.5797,332.38,184.57,11.18708,60.12915,533.89,441.30212,100.96,101.93727,12.82,176.12,524.69,275.41,881.0,24.66522,16.71
2024-05-31,220.2,7.57371,328.22,183.24,11.02162,59.80455,535.96,428.04239,100.93,101.07219,12.83,176.26,511.85,275.49,870.8,24.42399,16.45
2024-06-03,220.8,7.626,331.54,184.07,11.16062,60.08268,535.7,425.13389,101.77,105.64998,12.85,178.16,516.97,275.74,880.5,24.2497,16.66
2024-06-04,221.25,7.62574,329.08,184.01,11.09298,59.8989,536.82,422.7135,101.19,107.0193,12.86,174.28,515.25,274.96,872.9,24.10754,16.66
2024-06-05,222.96,7.69763,331.66,188.39,11.07149,60.40133,543.91,425.48242,101.28,112.7025,12.87,178.82,520.64,279.39,943.6,24.22018,17.05
2024-06-06,226.13,7.72588,335.31,188.57,11.13581,60.64143,544.42,424.84372,101.88,111.19096,12.88,175.68,526.75,281.04,957.5,24.66697,17.15
2024-06-07,226.22,7.74466,337.31,189.72,11.20666,61.00879,547.71,424.84898,101.63,111.88154,12.88,174.44,531.73,281.06,958.9,24.86728,17.24
2024-06-10,224.8,7.74568,337.8,192.21,11.20666,60.91687,552.2,421.18635,100.97,113.25088,12.87,174.44,534.55,282.68,963.4,24.85038,17.29
2024-06-11,224.65,7.72618,338.12,193.31,11.05723,60.96675,555.02,420.64043,100.18,112.6106,12.86,172.46,538.06,282.19,959.2,25.15684,17.23
2024-06-12,228.02,7.77296,345.66,194.43,10.78826,61.43489,552.61,438.06387,101.74,115.45555,12.87,178.1,545.14,280.28,985.6,25.02204,17.48
2024-06-13,225.95,7.77224,342.86,195.19,11.02578,61.65813,554.88,449.57603,100.34,120.73591,12.89,170.84,548.56,280.32,966.5,25.63102,17.42
2024-06-14,223.99,7.75273,342.98,196.75,10.95715,61.56434,560.43,448.67373,98.55,123.24082,12.85,165.74,552.85,279.83,953.0,25.58219,17.41
2024-06-17,223.3,7.75114,340.23,196.9,10.82119,61.19347,563.86,447.05014,98.45,122.12587,12.8,168.1,549.27,278.64,969.4,25.59552,17.4
2024-06-18,224.45,7.82447,343.02,196.98,10.54357,61.63516,564.25,448.68791,99.5,126.25012,12.84,168.44,554.22,280.25,983.8,25.4587,17.57
2024-06-19,224.24,7.82749,343.02,196.59,10.78087,61.54276,564.25,452.09168,99.52,126.25012,12.86,168.24,554.22,280.25,966.5,25.4587,17.56
2024-06-20,225.96,7.86075,346.08,196.37,10.63259,61.99682,564.53,455.82438,100.16,122.14439,12.87,170.34,559.67,282.91,988.9,25.61689,17.65
2024-06-21,224.82,7.84091,342.7,196.74,10.46748,61.84998,569.3,455.35095,99.48,118.37823,12.91,168.2,554.23,283.6,963.4,25.24626,17.67
2024-06-24,225.87,7.85608,341.2,194.47,10.3087,61.95936,564.37,459.81412,100.23,110.09508,12.88,171.04,551.47,282.55,948.5,25.19118,17.61
2024-06-25,225.66,7.84456,340.03,196.27,10.39572,61.86829,568.33,460.91342,99.51,117.78608,12.89,169.58,552.5,283.3,950.2,25.0198,17.6
2024-06-26,225.22,7.81801,344.26,197.52,10.46552,61.98277,569.74,465.36546,99.36,118.3299,12.89,169.22,560.32,284.13,946.6,25.26315,17.67
2024-06-27,225.23,7.79266,344.24,198.84,10.29743,62.1089,570.35,473.58782,99.0,115.80275,12.89,173.54,564.01,284.94,960.0,25.27263,17.68
2024-06-28,224.13,7.8184,349.54,198.6,10.1876,62.32736,567.12,467.99412,98.73,115.28555,12.89,173.72,569.43,285.29,964.2,25.49197,17.81
2024-07-01,222.98,7.79368,343.44,199.41,10.1876,61.81157,566.71,459.80291,99.73,115.83263,12.9,177.12,556.76,284.95,954.3,25.39428,17.65
2024-07-02,221.67,7.78271,345.78,200.03,10.0044,61.72195,569.7,453.27675,98.68,114.30302,12.9,174.84,561.4,285.4,965.9,25.57892,17.89
2024-07-03,224.22,7.80159,347.73,200.27,10.22178,61.76362,567.67,448.99416,99.5,118.82179,12.91,176.76,563.26,286.11,985.8,25.57595,17.98
2024-07-04,224.64,7.82371,347.73,200.41,10.33929,61.82945,567.67,455.10051,100.27,118.82179,12.92,177.34,563.26,286.11,984.2,25.57595,17.98
2024-07-05,225.0,7.79734,350.9,201.78,10.21554,61.84186,571.66,452.58938,100.25,116.22945,12.95,177.12,570.52,286.31,993.0,25.839,18.05
2024-07-08,225.49,7.81721,352.51,201.29,10.21223,62.19535,571.32,457.4794,100.66,118.35303,12.97,177.16,571.59,287.25,997.9,25.94285,18.09
2024-07-09,223.36,7.816,352.49,200.06,10.21973,62.38668,570.81,460.78306,99.23,121.53562,12.97,173.26,575.18,287.3,982.7,26.05948,18.02
2024-07-10,223.55,7.87577,353.4,201.19,11.23925,62.39956,574.1,462.63017,99.67,124.60515,12.95,176.38,573.04,289.09,1002.0,25.91096,18.08
2024-07-11,225.54,7.90586,356.21,198.96,11.4566,62.78642,567.29,469.21506,100.6,117.23567,12.97,178.9,571.82,289.52,989.1,26.03138,17.98
2024-07-12,227.91,7.95598,353.96,199.58,11.68608,62.28336,569.01,472.70064,101.67,118.51444,12.97,184.16,562.22,290.64,1002.2,25.65236,18.1
2024-07-15,226.21,7.95406,353.89,199.28,11.0362,62.43352,569.7,464.04862,101.04,117.77003,12.98,180.88,562.07,290.81,989.2,25.81029,18.12
2024-07-16,225.09,7.96125,354.46,200.69,10.7207,62.52181,572.89,472.77327,100.86,116.04371,12.98,181.56,564.8,296.11,977.8,25.7919,18.16
2024-07-17,221.11,7.93376,346.08,194.51,10.73963,61.67429,558.93,471.93956,101.04,107.95059,13.0,178.4,548.23,293.22,870.9,25.71043,17.73
2024-07-18,220.63,7.91526,341.31,192.03,10.49272,61.49689,552.2,465.28094,101.24,110.92891,12.99,170.52,544.32,291.28,838.5,25.05991,17.49
2024-07-19,216.95,7.83822,336.33,191.23,10.36821,60.81764,551.66,459.03757,100.3,108.34175,12.98,170.44,536.69,290.2,829.5,24.87919,17.42
2024-07-22,218.96,7.87737,338.11,192.95,10.52473,60.95903,558.4,539.02313,100.98,113.48521,13.01,173.26,537.1,291.77,850.5,24.73471,17.53
2024-07-23,219.86,7.87966,341.71,194.33,10.41285,61.41159,559.88,551.85044,100.88,112.95494,13.0,173.62,543.86,292.83,860.9,25.2849,17.68
2024-07-24,217.14,7.82518,335.83,188.67,10.35616,60.68565,545.32,547.19111,100.57,105.28984,13.01,171.44,532.25,289.88,831.6,25.13925,17.29
2024-07-25,213.54,7.83254,326.56,187.69,10.11797,59.69435,539.11,544.87543,99.92,103.36955,13.0,168.82,515.03,289.42,799.6,24.19886,17.22
2024-07-26,215.16,7.88044,329.87,188.16,10.09043,60.12885,545.39,549.77229,101.21,104.0589,13.01,169.82,519.07,290.78,820.5,24.22006,17.2
2024-07-29,216.97,7.89115,334.84,188.25,10.26952,60.78359,548.3,545.3338,101.52,103.11403,13.02,167.84,526.95,292.04,806.3,24.58372,17.31
2024-07-30,217.94,7.88127,332.83,186.08,10.31538,61.10597,546.6,554.39658,102.4,95.92195,13.03,168.5,521.28,291.95,805.7,24.54938,17.18
2024-07-31,219.56,7.97909,335.43,190.3,10.38569,61.40253,552.91,559.50598,102.26,108.26163,13.05,169.42,523.77,295.36,850.5,24.2756,17.5
2024-08-01,221.1,7.87363,336.52,186.84,10.18437,62.04339,548.43,559.50598,102.15,101.25162,13.06,164.54,532.74,290.87,829.9,24.74893,17.31
2024-08-02,211.18,7.63618,310.35,179.55,9.80212,58.60521,529.76,548.85159,98.68,98.30462,13.05,157.8,487.26,282.55,737.1,23.66761,16.61
2024-08-05,205.37,7.48987,298.92,173.52,9.49584,56.4781,511.89,539.3207,94.87,91.65146,12.98,155.14,466.08,273.34,746.0,22.47318,16.18
2024-08-06,208.62,7.52059,307.24,176.35,9.39146,57.32064,518.53,545.1247,95.77,95.39714,12.96,154.0,479.21,275.66,780.1,22.56223,16.4
2024-08-07,212.01,7.63679,314.89,175.73,9.53892,58.3959,515.92,544.78793,97.51,90.56034,13.01,155.94,496.72,276.06,796.0,22.83336,16.57
2024-08-08,209.76,7.62251,310.18,180.55,9.51537,57.74131,529.68,540.77646,97.18,96.2233,13.01,159.2,489.29,279.33,794.3,22.4081,16.61
2024-08-09,211.69,7.6453,311.68,181.38,9.77141,58.13719,532.15,551.40776,97.79,95.93369,13.03,157.18,495.23,283.13,784.0,23.24041,16.64
2024-08-12,211.66,7.63197,313.25,181.13,9.71185,58.30816,531.78,546.57469,97.72,99.80775,13.05,157.2,499.19,281.32,784.6,23.32949,16.78
2024-08-13,213.01,7.66524,318.6,184.93,9.66462,58.74954,538.14,555.86684,98.36,105.85126,13.05,158.94,506.94,284.74,789.5,23.34169,16.91
2024-08-14,213.69,7.70993,317.83,184.43,9.59653,58.92176,535.86,572.50107,98.74,107.17009,13.07,159.3,507.67,283.08,799.3,23.85968,16.9
2024-08-15,213.69,7.83075,317.83,184.43,9.51703,58.92176,535.86,569.18991,98.74,111.91474,13.07,162.7,507.67,283.08,832.0,23.85968,17.27
2024-08-16,217.83,7.81752,330.72,189.83,9.76823,60.28717,546.96,568.76014,100.23,113.21338,13.1,163.2,525.37,289.52,832.5,24.55098,17.32
2024-08-19,219.25,7.85516,330.26,190.95,9.94478,60.21311,548.14,570.27087,101.01,117.39209,13.11,164.26,526.38,291.07,829.4,24.36997,17.23
2024-08-20,220.09,7.83518,334.53,189.91,10.00934,60.46784,547.53,580.56064,100.81,114.48493,13.12,163.82,531.48,288.7,832.6,24.6404,17.26
2024-08-21,219.68,7.87197,332.06,190.82,9.78477,60.30863,549.32,579.64356,100.92,115.288,13.14,164.86,528.85,290.18,843.3,24.39727,17.24
2024-08-22,221.29,7.89775,333.11,187.61,9.97971,60.71107,545.06,584.67295,101.77,111.37714,13.15,164.88,530.21,288.67,833.0,24.62934,17.22
2024-08-23,219.94,7.90872,331.29,189.05,9.43656,60.13066,544.9,588.16311,101.97,115.7777,13.16,167.1,523.5,290.4,818.8,24.09576,17.23
2024-08-26,219.4,7.90654,330.46,188.06,9.59239,60.49593,543.0,589.00043,102.45,113.20383,13.14,167.8,520.1,290.11,797.0,24.47015,17.21
2024-08-27,218.49,7.92235,326.46,188.07,9.71069,60.11105,544.61,590.0052,102.78,114.90238,13.15,167.12,514.94,290.26,794.2,24.29626,17.27
2024-08-28,219.95,7.95169,328.58,186.37,9.44597,60.44984,542.65,598.18921,102.99,113.00945,13.19,168.22,516.52,289.09,799.4,24.37418,17.21
2024-08-29,222.27,8.01624,332.31,188.37,9.42566,60.68399,547.01,602.60623,103.22,106.10901,13.17,170.22,519.06,291.87,823.0,24.13138,17.54
2024-08-30,223.44,8.01412,330.23,189.71,9.62779,60.94118,552.28,606.29655,103.94,108.02715,13.18,169.92,520.31,293.71,812.0,24.25674,17.44
2024-09-02,222.58,8.05503,330.23,189.72,9.49919,61.10609,552.28,605.45285,103.73,108.02715,13.19,170.56,520.31,293.71,818.7,24.25674,17.53
2024-09-03,221.68,7.98696,322.96,184.86,9.43769,60.73014,542.63,604.84232,103.05,97.83495,13.22,168.12,512.48,290.21,782.8,24.44859,17.23
2024-09-04,216.52,7.91782,313.02,182.26,9.33176,59.45873,539.15,604.25018,102.24,95.81416,13.18,166.72,498.08,287.6,736.4,23.38322,17.02
2024-09-05,214.05,7.85992,311.14,182.27,9.2155,59.26493,538.38,592.37821,102.09,96.57688,13.21,165.22,500.28,288.05,720.0,23.16503,16.87
2024-09-06,214.28,7.80311,307.31,177.36,9.2155,58.95098,528.56,583.22721,101.99,92.83199,13.19,161.14,495.14,284.74,681.0,23.20177,16.6
2024-09-09,214.24,7.85646,307.22,180.14,9.17607,58.66594,537.5,609.20529,101.7,96.36166,13.21,162.6,495.13,288.09,676.5,22.53833,16.78
2024-09-10,213.37,7.88301,306.33,181.83,9.31579,58.85554,542.84,617.39213,101.74,98.0321,13.22,162.36,495.88,289.33,672.5,22.85545,16.74
2024-09-11,214.12,7.84686,308.34,186.32,9.3638,58.7146,548.77,618.8131,101.75,106.12745,13.2,162.14,496.38,291.12,698.1,23.06373,16.78
2024-09-12,215.79,7.91716,314.57,187.32,9.46688,59.28843,551.69,624.43981,102.24,107.85805,13.21,164.3,508.91,292.75,722.4,23.63942,17.05
2024-09-13,217.73,7.97032,317.54,187.05,9.49192,60.11368,551.56,625.65681,103.39,107.45218,13.22,164.06,510.23,294.49,734.0,23.77228,17.18
2024-09-16,217.36,7.95903,316.71,186.51,9.5229,59.95148,549.74,624.34991,103.5,104.93306,13.24,162.9,508.44,294.68,719.9,23.91994,17.04
2024-09-17,217.32,8.00306,317.09,185.87,9.58511,60.16728,549.74,619.09483,103.89,103.95719,13.26,166.36,513.07,295.05,726.0,23.85565,17.13
2024-09-18,215.41,7.96764,315.35,185.17,9.58511,60.02337,547.44,619.01691,103.64,101.91478,13.26,165.72,509.78,295.09,715.0,23.86399,16.94
2024-09-19,219.7,8.04625,322.36,188.99,9.81013,60.62209,555.99,618.44734,104.94,105.65615,13.29,169.92,516.58,298.92,747.9,23.99875,17.28
2024-09-20,215.91,7.96,319.67,188.0,9.81495,60.247,553.81,617.03279,104.49,103.81242,13.3,166.66,516.42,297.46,716.7,24.29264,17.15
2024-09-23,216.35,8.0364,321.21,188.56,9.77303,60.70112,554.23,620.6654,104.69,104.50337,13.3,167.5,520.63,298.03,718.3,24.26265,17.28
2024-09-24,216.95,8.05323,322.13,188.58,10.23309,60.50721,554.14,632.52409,104.73,108.31616,13.32,170.34,520.09,299.2,727.6,24.49135,17.38
2024-09-25,218.39,8.05613,323.85,187.42,10.23234,60.76336,552.13,633.93117,105.1,110.92052,13.34,172.54,523.99,296.46,735.0,24.54495,17.38
2024-09-26,223.66,8.10395,334.93,188.75,11.02077,61.07082,554.71,639.52522,106.16,111.05739,13.33,181.74,532.39,299.94,759.8,24.67383,17.53
2024-09-27,222.32,8.16051,334.2,187.84,11.60545,61.09218,550.92,640.42405,105.8,108.8594,13.33,182.86,527.3,300.97,757.3,24.7891,17.56
2024-09-30,221.42,8.11572,330.49,187.87,12.19213,60.74632,553.67,641.0334,105.26,108.93434,13.34,181.34,521.83,300.46,745.6,24.7256,17.47
