Date,LU1893597309,WQDA NA,PIRPEUR LX,LU1919842267,9888 HK,LU0154236417,LU1883854199,BEAN SW,LU0072462186,NVDA US,LU1191877379,SIE GY,PFLDCPE LX,LU1244893696,ASML NA,ALGAATU LX,FFGLCAE LX
2023-06-08,190.37,6.57867,260.02,149.96,15.45179,50.37552,424.28,449.90775,87.17,35.707,11.72,158.76,365.07,247.53,662.7,20.64052,15.2
2023-06-09,190.71,6.62142,265.32,150.61,15.75088,50.90249,426.21,443.25638,87.09,36.07183,11.7,158.14,372.59,248.63,666.6,20.97627,15.26
2023-06-12,191.64,6.62536,265.97,152.93,15.64011,50.92567,431.42,457.54738,87.36,36.73086,11.76,160.78,373.03,250.4,671.5,21.2443,15.46
2023-06-13,192.83,6.67321,269.74,153.57,16.32092,51.27754,430.58,457.85822,87.7,37.9763,11.73,164.46,376.9,251.93,680.6,21.36715,15.58
2023-06-14,193.62,6.66489,268.41,153.69,16.45933,50.92985,429.41,459.90975,88.23,39.58479,11.73,164.34,375.51,251.59,681.7,21.58801,15.59
2023-06-15,192.57,6.64666,267.21,154.84,17.04382,50.65789,433.02,458.81897,87.85,38.97387,11.71,165.78,376.45,251.89,673.8,21.42727,15.57
2023-06-16,194.46,6.68264,267.54,153.05,16.96652,51.08835,430.26,461.68915,88.49,39.04518,11.71,163.78,379.99,250.83,659.8,21.6756,15.65
2023-06-19,191.08,6.65271,267.54,152.85,16.70236,50.95273,430.26,440.51464,87.83,39.04518,11.71,163.3,379.99,250.83,661.2,21.6756,15.56
2023-06-20,190.11,6.60147,264.91,152.42,16.70575,50.71003,429.18,431.41499,87.47,40.13559,11.71,161.52,376.35,248.71,656.4,21.51663,15.4
2023-06-21,187.87,6.54918,263.38,148.55,16.3374,50.28712,424.73,421.23845,87.13,39.23526,11.69,160.38,373.55,245.55,646.0,21.28256,15.17
2023-06-22,186.54,6.53711,258.78,149.61,16.3374,50.33318,427.87,421.35091,86.33,39.2743,11.66,160.52,369.59,245.53,651.9,20.86006,15.24
2023-06-23,186.54,6.53509,258.78,149.61,16.21272,50.33318,427.87,423.65962,86.33,38.77365,11.66,156.98,369.59,245.53,640.8,20.86006,15.14
2023-06-26,187.3,6.5149,259.75,146.87,16.0512,50.60042,424.43,424.68786,85.93,37.24631,11.66,155.48,375.86,244.97,647.3,20.87295,15.16
2023-06-27,186.09,6.51246,255.92,148.49,16.19071,50.11406,427.24,427.49766,85.56,38.21152,11.65,157.56,370.66,246.53,649.6,20.63336,15.16
2023-06-28,188.39,6.55247,260.33,149.99,16.44099,50.71946,428.96,436.52892,86.47,37.68399,11.61,152.72,375.0,248.7,664.7,21.14618,15.36
2023-06-29,189.32,6.57667,262.0,149.64,15.79604,51.03486,431.13,436.30281,86.64,37.55128,11.63,150.58,375.73,250.06,668.4,21.30807,15.39
2023-06-30,192.06,6.61879,264.35,151.16,15.52147,51.35556,435.78,456.78206,87.82,38.74519,11.64,152.54,378.06,250.79,663.0,21.15488,15.46
2023-07-03,190.84,6.63073,264.7,151.43,16.24321,51.49322,434.46,448.33244,87.64,38.85398,11.66,148.78,378.14,251.8,666.1,21.46757,15.47
2023-07-04,191.03,6.65259,264.7,151.49,16.53819,51.62919,434.46,446.22936,87.53,38.85398,11.68,147.0,378.14,251.8,669.1,21.46757,15.53
2023-07-05,189.93,6.64534,262.96,151.51,16.39864,51.63429,435.94,443.55522,86.96,38.96234,11.67,145.84,378.86,250.91,659.3,21.7224,15.45
2023-07-06,186.36,6.50501,257.75,149.64,16.19136,50.99788,433.69,435.02541,85.37,38.72252,11.64,142.22,374.27,248.25,639.8,21.5281,15.21
2023-07-07,185.83,6.49043,259.22,148.5,15.99804,50.82938,429.21,439.89943,85.27,38.7377,11.62,142.62,376.6,248.18,640.4,20.98514,15.25
2023-07-10,185.4,6.48476,257.36,149.87,16.00735,50.65975,429.67,439.34618,85.54,38.38384,11.61,144.38,372.54,247.59,645.2,21.03349,15.24
2023-07-11,187.07,6.50014,259.96,150.63,16.16361,50.7498,431.86,447.19209,86.02,38.53949,11.61,145.98,374.43,251.27,635.1,21.32373,15.34
2023-07-12,188.09,6.5433,261.96,149.66,16.2985,50.7995,430.21,455.72961,87.11,39.43766,11.67,149.26,378.88,251.94,654.0,21.33525,15.33
2023-07-13,190.67,6.54319,264.73,152.03,16.91827,50.72283,430.68,455.59449,87.87,41.02891,11.69,150.5,381.83,253.97,663.0,21.37623,15.47
2023-07-14,192.63,6.52683,266.01,151.35,16.84075,50.75185,430.24,460.47656,87.54,40.45645,11.7,150.6,383.39,253.97,684.9,21.76626,15.38
2023-07-17,190.41,6.51758,263.75,152.93,16.84075,50.5653,431.41,441.75476,87.2,41.36117,11.7,149.92,382.87,253.13,664.7,21.61132,15.38
2023-07-18,190.26,6.57477,264.89,153.72,16.48078,50.91395,432.63,440.90373,87.43,42.34864,11.73,150.2,382.25,254.44,664.2,22.04253,15.43
2023-07-19,191.52,6.61481,267.66,154.45,16.26097,51.51001,434.73,445.91613,87.91,42.06308,11.72,148.46,389.57,255.19,651.9,22.24562,15.58
2023-07-20,190.15,6.65309,263.62,150.34,16.17773,51.67206,432.89,442.01838,88.46,40.92053,11.73,151.4,386.12,254.49,620.1,22.41217,15.41
2023-07-21,189.86,6.6557,261.17,150.84,16.16883,51.24955,435.09,449.219,88.34,39.8319,11.73,151.6,383.02,254.31,625.5,21.62711,15.43
2023-07-24,189.16,6.68787,260.62,150.77,15.6287,51.50695,437.38,468.08517,88.32,40.25627,11.74,151.1,379.2,255.57,615.7,21.67713,15.48
2023-07-25,191.06,6.73981,264.88,152.89,17.01677,51.81127,440.68,473.81564,88.66,41.36841,11.74,151.8,387.55,256.89,628.4,21.72596,15.57
2023-07-26,187.82,6.69789,264.14,151.89,16.68181,51.64379,440.62,476.49189,88.31,41.0513,11.74,150.88,387.39,257.32,617.4,21.81973,15.59
2023-07-27,193.06,6.81392,271.53,152.06,16.99136,52.70246,438.86,491.85896,89.67,41.76524,11.77,155.68,394.59,258.72,652.8,21.84823,15.87
2023-07-28,192.55,6.77952,270.58,154.07,17.29523,52.18574,442.09,495.724,88.89,42.39978,11.77,154.28,394.65,260.15,653.0,21.66624,15.78
2023-07-31,192.69,6.78196,270.19,155.47,17.81398,52.43936,442.89,490.25209,89.35,42.45389,11.78,154.98,398.52,261.28,652.2,22.10457,15.8
2023-08-01,191.68,6.74872,269.39,155.78,17.79834,52.62486,443.63,490.25209,89.28,42.38699,11.79,150.46,397.14,260.78,644.6,22.38917,15.8
2023-08-02,189.62,6.67272,265.7,150.75,17.14835,52.22354,439.78,483.09978,88.02,40.42462,11.79,147.82,392.43,256.85,628.9,22.10246,15.47
2023-08-03,187.68,6.60831,261.03,150.27,16.93015,51.81196,437.82,478.24602,87.32,40.63441,11.77,146.26,390.89,256.22,619.3,21.50041,15.38
2023-08-04,186.55,6.60268,258.56,148.36,17.05711,51.81258,434.74,485.44915,87.39,40.49302,11.77,148.84,389.77,254.18,621.1,21.19956,15.33
2023-08-07,187.06,6.61231,259.68,149.16,17.05795,51.85892,440.17,477.38535,87.62,41.28397,11.77,148.38,390.6,256.0,625.2,21.14653,15.26
2023-08-08,189.82,6.58915,256.22,146.46,16.45824,51.89989,442.31,479.75345,87.21,40.79649,11.78,145.68,388.11,254.53,614.8,21.33129,15.12
2023-08-09,189.87,6.60822,254.74,144.67,16.42271,51.96757,437.84,475.76466,88.09,38.76298,11.76,146.48,386.7,253.92,614.1,20.92157,15.09
2023-08-10,191.73,6.65132,255.29,144.98,16.32846,52.1293,436.49,482.32276,88.34,38.48906,11.78,139.46,389.76,254.27,624.2,20.75602,15.17
2023-08-11,189.03,6.61743,250.37,144.47,16.10265,51.51183,437.54,479.18517,87.46,37.32073,11.81,137.42,382.47,254.45,605.7,20.78935,15.05
2023-08-14,189.02,6.62061,251.34,146.88,15.74941,51.64714,443.97,484.98225,87.42,40.03752,11.79,138.72,384.55,255.51,605.2,20.65996,15.16
2023-08-15,189.02,6.58426,251.34,146.88,15.72267,51.64714,443.97,478.65953,87.42,40.24547,11.79,137.66,384.55,255.51,600.5,20.65996,15.09
2023-08-16,188.32,6.58951,250.94,144.1,15.31914,51.67631,438.57,479.00425,86.8,39.94305,11.77,138.12,383.65,252.08,602.0,20.62001,14.98
2023-08-17,186.6,6.54872,248.06,142.76,15.21558,51.35135,435.19,467.85217,86.34,39.8451,11.76,135.82,380.8,250.45,592.7,20.43804,14.85
2023-08-18,183.76,6.52,245.64,142.96,14.8094,50.78635,435.5,463.50515,85.35,39.8225,11.74,134.4,372.63,250.03,598.2,20.14964,14.76
2023-08-21,185.56,6.50009,249.14,145.42,14.26385,51.12823,437.41,466.67028,85.99,43.08109,11.75,134.92,379.6,250.73,599.7,20.1264,14.73
2023-08-22,186.8,6.5588,251.81,145.88,14.46284,51.48387,438.87,470.835,86.41,42.09032,11.75,136.9,382.48,251.63,619.3,20.55346,14.94
2023-08-23,188.33,6.58198,253.07,148.04,15.0753,51.44067,445.61,470.75793,86.25,43.37292,11.76,137.0,386.55,253.57,625.4,20.56218,15.07
2023-08-24,189.23,6.57148,256.49,144.99,15.83736,51.98226,438.8,469.17963,86.49,43.5847,11.78,135.6,391.04,252.79,603.6,21.04852,14.97
2023-08-25,187.87,6.56456,251.97,147.29,15.57658,51.34309,445.44,474.90245,86.47,42.62505,11.78,136.4,385.06,253.38,594.2,20.41793,14.94
2023-08-28,189.0,6.61686,255.2,147.05,15.64926,51.75796,446.91,479.42095,86.94,43.33364,11.78,138.0,387.76,254.48,606.5,20.57531,15.15
2023-08-29,190.14,6.64743,255.73,149.53,15.90766,51.62478,451.99,485.72683,87.62,44.9084,11.79,140.08,390.69,257.07,613.0,20.56467,15.3
2023-08-30,191.4,6.63253,257.6,149.45,15.9203,52.03185,450.99,483.04757,88.17,45.08878,11.81,138.3,393.01,256.41,610.7,20.95277,15.27
2023-08-31,191.69,6.69315,262.89,151.96,16.39802,52.51407,455.01,486.74192,88.3,45.53464,11.81,138.88,399.67,258.5,607.9,21.29089,15.45
2023-09-01,190.59,6.71133,263.22,153.73,16.39802,52.72626,458.15,482.38847,87.83,44.98238,11.82,137.5,401.75,259.82,611.7,21.57224,15.59
2023-09-04,191.65,6.70836,263.22,154.05,17.05229,52.58477,458.15,484.01624,87.99,44.98238,11.82,138.14,401.75,259.82,616.8,21.57224,15.6
2023-09-05,190.55,6.71566,264.47,155.66,16.87979,52.66542,460.19,488.21285,87.79,45.24511,11.82,137.96,404.43,260.26,619.4,21.71081,15.66
2023-09-06,189.9,6.66123,266.75,155.34,16.61354,52.63502,458.79,487.33329,87.25,43.89609,11.83,137.26,408.43,259.28,616.8,21.78052,15.59
2023-09-07,188.57,6.64854,261.21,154.81,16.32811,52.25149,457.39,483.95844,86.74,43.19974,11.83,136.46,401.45,258.31,593.5,21.61398,15.48
2023-09-08,188.74,6.65792,261.57,154.98,16.32811,52.38674,457.21,457.18497,86.72,42.57076,11.83,137.12,404.14,258.05,586.7,21.505,15.49
2023-09-11,188.63,6.65929,259.6,156.43,16.26877,52.36722,459.36,460.47661,87.03,42.02214,11.85,136.98,405.49,258.56,577.4,21.44154,15.43
2023-09-12,187.79,6.68264,261.2,155.02,16.24936,52.60655,457.67,449.29253,87.34,41.84463,11.86,135.92,407.25,258.57,577.2,21.59125,15.39
2023-09-13,186.15,6.67135,258.2,155.04,16.07224,52.38805,457.88,445.52519,86.99,42.34708,11.87,134.14,402.86,257.55,574.7,21.28275,15.36
2023-09-14,187.72,6.77829,260.12,156.53,16.19412,53.04723,463.11,449.61465,87.94,42.80308,11.89,136.38,405.14,261.37,582.0,21.44483,15.55
2023-09-15,189.76,6.75187,258.5,153.77,16.0647,52.82984,456.89,452.57628,88.71,41.13568,11.91,138.1,403.33,260.51,561.8,21.48519,15.41
2023-09-18,185.5,6.7226,256.54,153.32,15.81406,52.38496,457.15,454.44806,87.32,41.12046,11.91,137.18,400.11,259.55,557.5,21.04246,15.38
2023-09-19,184.52,6.70192,253.69,152.23,15.66581,52.3912,455.16,445.59312,87.3,40.73,11.9,134.54,395.35,259.18,553.4,20.90388,15.28
2023-09-20,186.92,6.72007,256.21,150.13,15.29074,52.3987,448.85,453.2568,88.47,39.347,11.91,136.2,397.77,257.21,556.6,20.68682,15.33
2023-09-21,183.17,6.65062,252.11,148.25,15.1301,51.59535,442.03,448.15054,88.03,38.49193,11.9,133.68,389.22,254.65,552.0,20.60661,15.05
2023-09-22,182.16,6.63392,252.0,148.31,15.55085,51.49212,442.04,441.26485,87.61,39.04842,11.88,133.24,390.0,254.67,555.2,20.13739,15.11
2023-09-25,180.47,6.62905,252.66,149.73,15.39402,51.57239,446.84,440.70891,86.99,39.87345,11.89,132.48,389.84,255.8,554.7,20.27226,15.15
2023-09-26,179.7,6.59769,250.84,147.76,15.54399,51.37667,439.95,435.52892,86.98,39.65465,11.87,129.92,386.84,253.03,542.6,20.36484,15.03
2023-09-27,179.84,6.59621,253.85,149.6,15.71551,51.46149,443.89,436.07726,87.02,40.43416,11.86,134.2,390.64,254.94,548.4,20.17481,15.07
2023-09-28,179.68,6.59794,252.59,149.75,15.58257,51.30707,445.1,440.29409,86.86,40.81171,11.82,135.58,388.29,255.02,550.8,20.15827,15.08
2023-09-29,183.19,6.60843,258.63,150.15,16.10549,51.82454,442.41,450.50535,88.04,41.12214,11.84,135.66,396.33,254.48,559.1,20.57317,15.16
2023-10-02,180.24,6.59281,257.15,151.95,16.10549,51.67318,448.5,448.40506,86.66,42.69425,11.85,134.44,394.56,255.13,556.4,20.6911,15.19
2023-10-03,180.2,6.51673,258.09,149.09,15.79215,51.7014,443.67,444.57201,86.06,41.5953,11.82,133.1,396.56,253.21,547.1,20.81485,15.07
2023-10-04,180.15,6.49001,254.35,150.43,15.07926,50.94178,447.44,431.19778,85.51,41.89593,11.76,133.54,389.86,252.2,557.5,20.15715,15.05
2023-10-05,181.48,6.47931,254.96,149.91,15.14977,50.95862,445.08,429.42872,86.11,42.41458,11.76,132.26,388.95,252.29,548.4,20.39759,14.93
2023-10-06,181.08,6.51073,254.6,153.36,15.42616,50.52462,451.73,436.64549,86.26,43.2574,11.71,134.66,390.27,254.32,561.2,20.24454,15.12
2023-10-09,181.89,6.5429,257.4,153.85,15.63616,51.46166,453.78,431.03171,86.74,42.96982,11.72,132.72,396.77,254.72,555.1,20.24454,15.15
2023-10-10,183.74,6.62409,260.7,154.11,15.63506,51.63417,453.8,439.06041,87.55,43.13648,11.74,136.82,401.05,256.43,572.1,20.72073,15.35
2023-10-11,184.94,6.62732,261.58,154.65,15.70968,51.86198,455.8,441.77828,88.16,44.12746,11.78,138.24,402.85,257.29,567.1,20.98963,15.34
2023-10-12,185.76,6.65428,264.88,154.9,15.93317,52.02389,457.0,443.14645,88.43,44.50185,11.8,136.64,405.97,256.35,588.7,21.25927,15.49
2023-10-13,184.65,6.61014,263.24,153.66,15.15537,52.33609,456.17,425.47523,88.11,43.25911,11.8,133.48,404.23,254.47,573.6,21.15986,15.26
2023-10-16,183.02,6.64672,259.79,154.65,14.72311,52.02427,459.16,430.58849,87.76,43.70437,11.76,133.9,399.4,255.01,569.6,20.68967,15.36
2023-10-17,179.82,6.61824,257.23,154.48,14.42432,51.90926,457.85,425.00026,87.33,41.5293,11.77,133.96,396.56,255.25,572.9,21.00236,15.32
2023-10-18,179.44,6.58575,257.08,152.79,13.78314,52.20651,452.94,418.06203,86.75,40.04555,11.76,130.4,397.58,252.9,553.2,21.09604,15.22
2023-10-19,179.0,6.49967,255.37,151.42,12.99167,51.54289,448.16,418.70174,85.8,39.72917,11.71,129.86,396.25,250.63,562.5,20.4941,15.1
2023-10-20,176.52,6.42059,251.77,148.18,12.58695,50.97262,441.46,405.82856,84.83,39.08121,11.69,127.12,389.96,247.29,547.1,20.21152,14.8
2023-10-23,175.1,6.37384,246.56,147.08,12.58695,50.07032,439.25,405.98043,83.84,40.29536,11.69,127.7,383.6,245.26,552.6,19.55293,14.7
2023-10-24,176.18,6.42278,248.73,149.42,12.53337,50.75092,443.82,410.28993,84.24,41.24209,11.7,127.44,390.94,248.45,562.6,19.64447,14.82
2023-10-25,176.27,6.42326,245.88,145.04,12.80226,50.25059,435.53,406.8209,84.04,39.50733,11.75,126.96,386.29,244.87,560.7,19.93655,14.66
2023-10-26,176.22,6.40393,242.4,143.88,12.83637,49.90977,430.39,397.96561,84.15,38.29993,11.74,121.2,376.94,243.31,560.6,19.13116,14.59
2023-10-27,174.81,6.33809,240.24,144.2,12.9253,49.38108,428.51,392.9895,82.98,38.26892,11.73,122.42,377.8,241.78,560.2,19.09506,14.55
2023-10-30,175.26,6.33069,239.07,144.91,12.90588,49.24135,433.15,392.3,82.87,38.79088,11.75,123.7,380.1,242.8,552.0,18.91716,14.49
2023-10-31,177.81,6.37333,241.93,146.71,12.41049,49.76832,438.0,396.09025,83.18,38.56265,11.77,124.96,381.46,245.12,565.3,18.85825,14.73
2023-11-01,177.81,6.44404,241.93,146.71,12.32655,49.76832,438.0,395.4549,83.18,40.17561,11.77,125.5,381.46,245.12,571.3,18.85825,14.78
2023-11-02,183.63,6.52004,249.48,148.86,12.3967,50.63041,448.16,405.8464,84.69,40.93527,11.85,127.64,393.46,248.7,594.7,19.13408,14.99
2023-11-03,183.99,6.54224,252.43,149.54,12.53414,50.67524,447.78,408.88925,84.55,41.91581,11.88,127.8,395.5,250.03,597.7,19.27745,15.1
2023-11-06,182.6,6.52832,252.89,149.18,12.88827,50.80104,449.98,406.48294,84.62,42.61457,11.9,128.98,398.68,249.83,591.7,19.59426,15.06
2023-11-07,184.18,6.54697,256.9,152.99,12.74374,51.09113,455.84,409.59045,84.52,43.04112,11.9,128.88,405.87,251.48,599.1,19.545,15.31
2023-11-08,186.16,6.52802,257.33,152.85,12.59386,51.20471,456.63,411.85065,84.93,43.49458,11.89,129.92,407.8,250.24,600.0,19.90474,15.25
2023-11-09,187.79,6.55367,259.14,151.83,12.52382,51.10696,453.37,420.75333,85.46,43.85801,11.91,133.0,408.87,248.52,603.5,19.90406,15.34
2023-11-10,185.58,6.52393,258.61,155.7,12.1446,50.93174,462.5,416.73889,84.86,45.26173,11.9,130.8,410.03,251.06,608.0,19.66214,15.38
2023-11-13,185.96,6.556,260.54,155.35,12.52575,51.08452,461.96,417.29755,85.43,45.45625,11.87,132.9,413.52,250.86,612.5,20.1107,15.41
2023-11-14,188.99,6.59257,265.49,157.15,12.22839,51.23701,462.74,432.84087,86.47,45.66909,11.94,136.56,420.45,253.09,621.3,19.87556,15.48
2023-11-15,189.98,6.63571,268.86,156.54,12.792,51.49254,460.36,433.09794,86.95,45.04146,12.0,138.9,421.47,254.17,627.8,20.66722,15.61
2023-11-16,189.9,6.58361,270.22,156.33,12.84198,51.53775,461.87,427.47833,86.93,45.56169,12.01,146.82,418.84,252.4,625.5,20.74917,15.49
2023-11-17,190.58,6.6068,271.21,156.65,12.18854,51.45087,462.21,431.58033,87.46,45.26905,12.0,148.46,419.82,253.5,628.7,20.5865,15.54
2023-11-20,191.37,6.62022,271.48,158.15,12.2589,51.49022,463.29,438.06014,87.57,46.08612,12.01,147.64,421.79,254.17,629.7,20.62955,15.6
2023-11-21,191.88,6.62146,271.6,157.57,12.61563,51.67109,463.51,434.6206,87.63,45.73208,12.01,147.66,420.52,253.43,625.7,20.95293,15.59
2023-11-22,193.38,6.65319,274.02,158.86,13.22763,52.15553,469.48,438.29919,87.68,44.77985,12.02,149.66,426.47,255.48,633.3,20.90137,15.78
2023-11-23,193.5,6.65615,274.02,158.23,14.0872,52.08142,469.48,435.53488,88.02,44.77985,12.05,149.64,426.47,255.48,629.8,20.90137,15.66
2023-11-24,193.62,6.6536,271.92,157.98,13.86313,52.03363,466.23,436.93335,88.29,43.66694,12.05,150.86,422.99,254.66,632.3,20.87058,15.61
2023-11-27,193.92,6.65036,271.49,157.62,14.06141,52.01207,465.51,432.90458,88.22,44.12109,12.06,150.24,424.26,254.37,628.6,20.91147,15.64
2023-11-28,191.53,6.62601,268.87,157.77,14.00777,51.53363,462.83,433.71884,87.96,43.52508,12.07,151.42,420.97,254.43,619.7,20.80495,15.58
2023-11-29,192.73,6.64331,276.72,160.18,13.43461,51.9406,462.86,443.40206,88.48,43.85933,12.1,152.88,428.72,256.7,629.2,20.99317,15.8
2023-11-30,193.38,6.70744,277.12,161.98,13.65065,51.96511,466.82,447.53901,88.99,42.94766,12.13,154.0,428.96,258.28,623.0,21.29963,15.83
2023-12-01,194.55,6.76695,279.52,165.04,13.51482,52.05845,471.2,450.18352,89.63,42.97464,12.19,156.0,428.45,261.75,637.5,21.19482,16.05
2023-12-04,194.38,6.78764,279.84,164.28,13.18984,52.2446,468.67,439.25337,89.81,42.03769,12.18,156.98,427.53,260.75,630.6,21.67088,15.96
2023-12-05,195.09,6.81625,279.22,164.65,12.90451,52.3258,469.22,448.84935,89.92,43.14863,12.2,158.74,427.08,260.36,643.3,21.60526,16.0
2023-12-06,196.66,6.8517,283.3,163.73,13.34458,52.52272,468.17,458.69928,90.37,42.20275,12.22,160.92,430.75,260.81,649.0,21.66806,16.14
2023-12-07,195.84,6.84289,282.67,165.29,13.18587,52.15461,472.7,455.43265,89.68,43.08859,12.23,161.5,429.86,261.38,646.6,21.37747,16.17
2023-12-08,198.52,6.88881,286.09,166.42,13.30815,52.70547,474.47,465.75413,90.38,44.16698,12.23,162.42,434.67,262.69,649.6,21.66856,16.33
2023-12-11,199.4,6.92768,289.48,168.18,12.90194,52.95048,478.57,473.62587,90.83,43.39818,12.24,164.3,437.8,262.95,659.2,22.00391,16.45
2023-12-12,199.57,6.91639,290.44,168.89,13.11624,52.88283,480.47,472.89349,90.43,44.17594,12.24,163.86,438.72,262.31,663.4,21.91407,16.44
2023-12-13,200.1,6.90829,291.58,170.64,12.98217,53.21773,484.28,476.60096,90.58,44.59199,12.3,162.88,440.53,263.87,669.1,22.00918,16.41
2023-12-14,201.06,6.92721,293.65,168.16,12.47442,53.1304,471.29,497.78464,90.85,43.93458,12.36,165.82,437.78,263.77,682.2,21.9781,16.35
2023-12-15,201.06,6.98359,296.3,170.22,13.10841,53.41888,475.38,498.71122,90.89,44.8121,12.39,166.78,441.31,264.82,694.7,22.65307,16.53
2023-12-18,200.15,6.94638,295.49,170.3,12.87573,53.49561,479.1,494.13083,91.21,45.82449,12.38,163.4,444.19,264.88,676.6,22.69793,16.43
2023-12-19,201.32,6.9559,296.63,169.91,12.76942,53.63098,477.98,495.86314,91.08,45.19727,12.41,167.98,445.16,265.31,676.8,22.69558,16.45
2023-12-20,201.28,6.97281,295.26,167.71,12.92874,53.84194,473.1,495.631,91.36,43.90491,12.43,169.14,446.2,263.65,679.4,23.00383,16.51
2023-12-21,200.82,6.93756,294.47,169.59,13.07649,53.52267,477.5,490.86859,91.16,44.59312,12.44,168.48,441.92,265.37,682.6,22.37794,16.4
2023-12-22,201.07,6.97958,296.49,169.19,12.88615,53.84895,477.64,491.63833,91.56,44.32643,12.45,168.08,442.26,265.68,683.6,22.73693,16.44
2023-12-26,201.07,6.97958,296.49,169.19,12.88615,53.84895,477.64,491.63833,91.56,44.657,12.45,168.08,442.26,265.68,683.6,22.73693,16.47
2023-12-27,200.75,6.9629,297.41,169.12,12.85615,53.66952,475.46,494.43979,91.59,44.49977,12.46,168.82,442.18,265.58,684.9,22.79559,16.43
2023-12-28,201.25,6.98203,297.75,169.43,13.27574,54.00036,476.06,494.40909,91.77,44.71916,12.46,168.48,442.12,266.29,685.9,22.88821,16.51
2023-12-29,202.08,6.96909,298.08,169.47,13.43494,54.06725,477.75,499.52025,91.81,44.75958,12.47,169.92,443.45,266.49,681.7,22.89525,16.44
2024-01-01,202.08,6.96909,298.08,169.47,13.43494,54.06725,477.75,499.52025,91.81,44.75958,12.47,169.92,443.45,266.49,681.7,22.89525,16.44
2024-01-02,198.99,7.02931,292.2,167.7,13.4721,54.0042,476.43,499.52025,91.84,43.98502,12.48,167.88,434.88,266.72,664.3,22.88942,16.36
2024-01-03,196.15,7.00642,285.9,166.08,13.21065,53.96534,474.65,481.83475,90.98,43.61328,12.44,162.32,431.94,264.72,645.4,22.4245,16.19
2024-01-04,196.05,7.01169,281.91,164.79,13.41558,53.57991,470.48,486.0614,91.27,43.83379,12.42,162.42,428.5,263.68,646.4,21.8979,16.06
2024-01-05,195.6,7.02101,282.95,164.79,13.4881,53.60862,468.61,485.43452,91.61,44.85383,12.39,160.5,428.73,263.45,644.2,21.8182,16.02
2024-01-08,196.97,7.02107,288.86,168.38,13.2012,53.71637,476.66,486.84111,91.9,47.65435,12.4,160.78,434.92,266.17,653.4,21.87123,16.14
2024-01-09,196.91,7.04454,291.04,170.19,13.2936,54.09731,480.12,483.27885,91.44,48.6007,12.43,159.4,439.61,266.91,654.5,22.55359,16.29
2024-01-10,197.56,7.02845,292.72,170.48,13.27031,54.18072,482.16,474.66403,91.39,49.55776,12.48,160.78,446.3,266.52,651.4,22.55047,16.31
2024-01-11,198.77,6.99333,296.11,171.51,13.37264,54.49731,484.75,474.35148,91.09,50.06118,12.53,160.66,452.53,267.36,648.9,22.67738,16.3
2024-01-12,198.09,7.05799,297.18,171.23,13.26721,54.66667,484.94,480.05667,91.35,49.96347,12.54,163.12,452.67,268.31,649.3,22.68584,16.47
2024-01-15,197.41,7.04585,297.18,171.35,11.73567,54.51224,484.94,471.42994,90.7,49.96347,12.54,161.92,452.67,268.31,648.2,22.68584,16.5
2024-01-16,197.41,7.07567,297.26,173.0,11.84543,54.69023,488.87,460.54502,90.39,51.90279,12.51,161.16,454.66,268.05,652.3,22.75062,16.46
2024-01-17,195.19,6.99752,293.09,172.23,11.38947,54.29281,487.84,457.82266,89.15,51.58093,12.48,158.94,447.19,268.06,649.6,22.65243,16.37
2024-01-18,198.07,7.03425,301.83,173.89,11.74398,54.59484,493.62,464.22067,90.11,52.58471,12.49,160.82,458.17,270.1,676.0,22.4919,16.64
2024-01-19,198.37,7.06648,305.29,176.51,11.65137,54.87603,499.24,458.13307,89.99,54.62902,12.51,160.94,463.97,271.94,686.3,22.73976,16.74
2024-01-22,199.92,7.13253,313.08,177.6,11.2225,55.58003,499.55,422.69107,90.48,54.74853,12.54,163.4,473.0,274.01,707.5,22.98486,16.92
2024-01-23,199.24,7.14466,313.14,178.75,11.62575,55.97304,502.64,416.56934,90.46,55.27419,12.55,162.04,472.13,275.81,707.1,23.33623,17.01
2024-01-24,201.76,7.18973,316.1,178.53,12.32689,55.98349,501.34,425.0028,91.06,56.2696,12.57,167.5,477.21,275.0,775.8,23.33122,17.13
2024-01-25,203.01,7.20474,318.54,179.58,12.60517,56.38494,507.84,421.40127,91.11,56.85274,12.57,167.2,479.68,277.52,811.8,23.47297,17.25
2024-01-26,206.51,7.20665,314.71,178.29,12.14448,56.47091,506.58,430.93145,91.35,56.17728,12.6,167.86,478.95,277.57,797.2,23.31176,17.1
2024-01-29,207.74,7.21633,316.64,182.02,12.44104,56.82575,513.95,432.52564,91.55,57.77377,12.62,167.34,484.67,280.96,804.8,23.37144,17.13
2024-01-30,208.4,7.20399,318.46,180.69,12.20307,57.06246,511.26,434.02363,91.98,57.91494,12.62,169.32,487.61,279.0,801.3,23.80284,17.11
2024-01-31,209.83,7.18221,310.39,177.17,11.95413,56.64516,499.92,433.75971,92.08,56.70691,12.62,166.68,475.03,275.46,798.2,23.46166,16.91
2024-02-01,209.78,7.11487,310.22,179.5,12.09153,56.29541,508.8,434.03941,91.4,57.96652,12.59,166.56,477.98,276.98,812.5,22.99945,16.85
2024-02-02,210.42,7.18657,313.18,182.82,12.09459,57.51113,516.11,433.29564,91.07,61.35015,12.6,166.66,493.15,278.58,818.8,23.57047,16.99
