Date,MXWD Index,LEGATRUU Index
2023-03-01,589.64688,444.543
2023-03-02,596.62032,442.5448
2023-03-03,602.06532,444.3632
2023-03-06,600.35461,445.2323
2023-03-07,598.9171,443.3767
2023-03-08,599.55164,442.851
2023-03-09,590.43812,444.0217
2023-03-10,577.93936,450.1853
2023-03-13,571.99441,455.3051
2023-03-14,577.07621,452.8483
2023-03-15,579.79909,454.5459
2023-03-16,585.21073,454.0943
2023-03-17,577.2393,457.5923
2023-03-20,578.60582,457.8688
2023-03-21,583.08612,456.5571
2023-03-22,577.09551,457.9666
2023-03-23,576.27252,462.0116
2023-03-24,580.80478,461.0366
2023-03-27,580.59068,458.2455
2023-03-28,578.74626,458.3511
2023-03-29,586.72248,457.8659
2023-03-30,586.78689,458.7247
2023-03-31,595.05207,459.3227
2023-04-03,596.19653,461.2854
2023-04-04,591.69889,463.219
2023-04-05,591.96412,463.957
2023-04-06,590.87992,463.6143
2023-04-07,592.40504,462.4943
2023-04-10,595.10232,461.2341
2023-04-11,594.87191,460.5794
2023-04-12,589.15187,461.4426
2023-04-13,592.47088,462.5672
2023-04-14,596.25779,460.3104
2023-04-17,600.3608,457.0727
2023-04-18,598.6031,458.2362
2023-04-19,597.68849,457.0721
2023-04-20,595.55357,458.8781
2023-04-21,594.41525,457.9466
2023-04-24,591.94173,459.4095
2023-04-25,587.71645,461.115
2023-04-26,582.13894,461.3348
2023-04-27,590.87065,459.214
2023-04-28,593.77817,461.3495
2023-05-01,596.73012,458.2306
2023-05-02,589.08555,460.6088
2023-05-03,585.03766,463.0093
2023-05-04,583.45107,463.3134
2023-05-05,591.41642,462.0432
2023-05-08,593.1967,461.0355
2023-05-09,594.34879,459.7722
2023-05-10,594.74221,461.9906
2023-05-11,595.61043,462.3752
2023-05-12,598.25194,459.9093
2023-05-15,598.98134,458.7993
2023-05-16,596.51514,457.7824
2023-05-17,601.19305,456.4099
2023-05-18,609.44133,453.1027
2023-05-19,606.61723,452.9825
2023-05-22,608.19519,452.8474
2023-05-23,604.78351,452.3192
2023-05-24,599.51329,451.2457
2023-05-25,603.00952,448.8317
2023-05-26,609.18601,448.0348
2023-05-29,609.9902,448.7824
2023-05-30,608.51031,451.6693
2023-05-31,607.60923,452.3312
2023-06-01,606.89266,454.3344
2023-06-02,619.27656,453.1773
2023-06-05,618.72433,452.1554
2023-06-06,621.71903,452.2325
2023-06-07,619.70738,451.1545
2023-06-08,617.29903,453.0117
2023-06-09,620.65268,453.0751
2023-06-12,624.55438,453.0249
2023-06-13,626.68247,452.5379
2023-06-14,625.21046,453.4055
2023-06-15,626.15314,454.5754
2023-06-16,626.38211,454.6965
2023-06-19,625.61286,453.7284
2023-06-20,622.05323,454.6691
2023-06-21,616.06572,454.8334
2023-06-22,617.25477,453.2255
2023-06-23,615.2494,453.5329
2023-06-26,612.37859,454.5694
2023-06-27,614.8999,454.1024
2023-06-28,618.11126,453.6351
2023-06-29,621.74611,451.3634
2023-06-30,625.42718,452.2958
2023-07-03,627.58428,451.8584
2023-07-04,628.92712,452.0828
2023-07-05,628.35798,450.6529
2023-07-06,619.70882,447.7974
2023-07-07,613.78263,449.3207
2023-07-10,614.19838,450.1749
2023-07-11,618.40825,451.502
2023-07-12,618.24003,456.564
2023-07-13,621.10494,460.0063
2023-07-14,619.47139,459.5543
2023-07-17,620.49346,459.248
2023-07-18,624.89915,460.6894
2023-07-19,627.02341,460.0354
2023-07-20,627.3701,457.8241
2023-07-21,626.96063,457.1026
2023-07-24,630.88369,457.096
2023-07-25,635.89105,456.6971
2023-07-26,634.01563,457.5268
2023-07-27,637.03439,454.9427
2023-07-28,639.86024,455.8217
2023-07-31,642.41792,455.4279
2023-08-01,641.2675,452.2446
2023-08-02,631.9264,450.6052
2023-08-03,629.46253,448.9838
2023-08-04,624.43194,452.043
2023-08-07,629.41578,451.2729
2023-08-08,628.67875,451.7241
2023-08-09,625.06276,452.303
2023-08-10,624.65967,450.9514
2023-08-11,625.44825,448.6041
2023-08-14,626.55189,446.7847
2023-08-15,621.42645,446.3238
2023-08-16,618.52053,445.2864
2023-08-17,614.40099,444.0502
2023-08-18,613.23241,445.142
2023-08-21,613.74977,443.232
2023-08-22,616.89982,443.7536
2023-08-23,621.80125,447.0306
2023-08-24,619.04501,446.4407
2023-08-25,620.81354,444.7706
2023-08-28,625.11751,445.5596
2023-08-29,630.13118,447.6674
2023-08-30,629.56517,448.9802
2023-08-31,633.03847,449.1976
2023-09-01,637.29683,447.329
2023-09-04,637.50324,446.376
2023-09-05,637.43979,443.3063
2023-09-06,634.2885,442.4954
2023-09-07,633.08501,443.21
2023-09-08,633.36992,443.5874
2023-09-11,634.85694,443.7947
2023-09-12,633.78831,443.3792
2023-09-13,632.83298,443.939
2023-09-14,643.81191,443.7353
2023-09-15,638.44134,442.3454
2023-09-18,635.70922,442.1982
2023-09-19,635.05419,441.7061
2023-09-20,629.01034,442.2123
2023-09-21,622.9603,439.637
2023-09-22,622.31203,440.1722
2023-09-25,625.76221,437.104
2023-09-26,619.43391,436.6856
2023-09-27,622.61525,434.6512
2023-09-28,622.01335,434.7936
2023-09-29,620.93033,436.0752
2023-10-02,623.27391,432.6728
2023-10-03,616.32269,430.4291
2023-10-04,614.79404,431.4656
2023-10-05,614.64664,432.6223
2023-10-06,618.23953,431.6016
2023-10-09,623.25854,432.9084
2023-10-10,624.78921,435.5605
2023-10-11,628.4827,437.4015
2023-10-12,629.33681,434.2889
2023-10-13,626.64716,434.5876
2023-10-16,628.55551,433.91
2023-10-17,627.57892,432.0602
2023-10-18,622.40799,430.0635
2023-10-19,612.70378,429.0545
2023-10-20,606.29896,430.2052
2023-10-23,600.62307,431.5238
2023-10-24,608.20317,432.3472
2023-10-25,603.10506,430.3339
2023-10-26,598.96799,431.0337
2023-10-27,594.78768,432.0305
2023-10-30,598.32419,432.3659
2023-10-31,602.03745,430.8629
2023-11-01,610.01063,432.8777
2023-11-02,616.3392,436.1851
2023-11-03,617.27754,440.3894
2023-11-06,619.83364,439.5807
2023-11-07,622.29521,439.8622
2023-11-08,620.49935,441.1429
2023-11-09,618.74713,439.639
2023-11-10,623.89896,438.4627
2023-11-13,623.9253,438.6501
2023-11-14,625.33385,444.4007
2023-11-15,630.32827,444.3006
2023-11-16,629.48048,446.0444
2023-11-17,629.65758,446.9313
2023-11-20,631.19446,448.7631
2023-11-21,631.44126,450.0582
2023-11-22,634.47256,448.2004
2023-11-23,633.95544,448.4186
2023-11-24,632.61612,447.6766
2023-11-27,631.4796,449.7814
2023-11-28,629.82243,452.0957
2023-11-29,630.54492,454.5561
2023-11-30,637.63076,452.5896
2023-12-01,640.97969,454.2604
2023-12-04,641.48836,453.9305
2023-12-05,642.30254,455.8858
2023-12-06,642.67511,456.9881
2023-12-07,643.56566,457.4425
2023-12-08,649.23801,455.5488
2023-12-11,651.59866,454.3144
2023-12-12,651.27104,455.9018
2023-12-13,657.70159,459.7757
2023-12-14,650.9721,466.7879
2023-12-15,656.69523,466.6693
2023-12-18,656.38946,465.2428
2023-12-19,657.74014,466.933
2023-12-20,652.77049,468.5112
2023-12-21,655.51912,469.0643
2023-12-22,654.6614,469.1249
2023-12-25,654.83014,469.1785
2023-12-26,655.89017,469.5732
2023-12-27,654.91878,472.8184
2023-12-28,658.07594,472.7737
2023-12-29,657.08216,471.3998
2024-01-01,657.15826,471.3998
2024-01-02,658.90631,467.7115
2024-01-03,655.06125,466.5538
2024-01-04,652.27333,465.0098
2024-01-05,653.56824,464.8735
2024-01-08,658.26521,465.6133
2024-01-09,658.62676,464.5124
2024-01-10,659.091,464.236
2024-01-11,659.66505,464.8836
2024-01-12,661.89041,466.6197
2024-01-15,661.33951,465.7639
2024-01-16,661.84479,462.4993
2024-01-17,655.29935,459.9685
2024-01-18,660.22808,459.5195
2024-01-19,665.12782,460.0139
2024-01-22,666.88656,461.1357
2024-01-23,671.56979,459.629
2024-01-24,670.30133,460.2457
2024-01-25,676.51753,460.4392
2024-01-26,675.41707,460.3985
2024-01-29,682.83056,461.362
2024-01-30,680.55263,461.9355
2024-01-31,673.58369,464.8953
2024-02-01,676.64821,465.9222
2024-02-02,686.62203,462.0997
2024-02-05,686.46243,458.0609
2024-02-06,688.94094,459.9766
2024-02-07,692.15077,459.9842
2024-02-08,691.49438,458.4088
2024-02-09,693.43047,458.3418
2024-02-12,693.64564,458.4407
2024-02-13,690.22641,455.1291
2024-02-14,694.20175,456.1865
2024-02-15,697.40829,457.7304
2024-02-16,696.08267,456.762
2024-02-19,696.55382,456.7485
2024-02-20,692.03607,458.3658
2024-02-21,691.9975,457.0384
2024-02-22,702.7805,457.3412
2024-02-23,703.17109,458.711
2024-02-26,700.02222,458.4517
2024-02-27,701.03861,457.9542
2024-02-28,699.50821,458.0106
2024-02-29,704.89074,459.0528
2024-03-01,707.75918,459.9244
2024-03-04,706.51556,459.8748
2024-03-05,701.05,461.9936
2024-03-06,702.50899,463.2707
2024-03-07,706.84109,464.5922
2024-03-08,705.09407,466.199
2024-03-11,703.67982,465.3395
2024-03-12,710.42376,464.1732
2024-03-13,707.58492,463.8424
2024-03-14,709.70038,461.0163
2024-03-15,705.27012,460.1849
2024-03-18,709.80155,460.0204
2024-03-19,711.81765,459.8942
2024-03-20,716.18152,460.0349
2024-03-21,721.43949,460.5457
2024-03-22,723.03859,460.8676
2024-03-25,719.24462,460.6106
2024-03-26,718.80011,460.7004
2024-03-27,723.6703,461.6508
2024-03-28,725.42803,461.6385
2024-03-29,726.2801,461.58
2024-04-01,727.22837,458.9723
2024-04-02,721.61757,458.0098
2024-04-03,718.13452,458.8447
2024-04-04,712.25988,460.5667
2024-04-05,716.59967,458.3976
2024-04-08,717.08783,458.3895
2024-04-09,717.85251,459.895
2024-04-10,719.79881,455.1511
2024-04-11,722.97238,453.292
2024-04-12,719.48045,453.8399
2024-04-15,712.68362,451.3836
2024-04-16,707.98014,449.8494
2024-04-17,703.41484,451.1684
2024-04-18,703.45311,450.9419
2024-04-19,697.65806,451.3296
2024-04-22,703.62597,451.1985
2024-04-23,708.55336,452.2242
2024-04-24,710.37041,450.8012
2024-04-25,704.12142,449.9182
2024-04-26,712.84525,449.926
2024-04-29,713.75937,451.6293
2024-04-30,708.50164,449.9313
2024-05-01,706.76527,450.3329
2024-05-02,709.63488,452.7332
2024-05-03,714.68357,455.7081
2024-05-06,720.04743,456.3286
2024-05-07,722.448,457.2848
2024-05-08,722.7762,455.7133
2024-05-09,723.4948,456.117
2024-05-10,725.73784,455.2353
2024-05-13,725.24477,455.9388
2024-05-14,726.52159,456.3557
2024-05-15,730.10486,459.6619
2024-05-16,730.32631,459.7233
2024-05-17,731.3982,458.6217
2024-05-20,732.60537,457.8149
2024-05-21,733.35065,458.3215
2024-05-22,731.52273,457.2298
2024-05-23,729.31355,455.7495
2024-05-24,729.75606,456.1805
2024-05-27,730.52192,456.8016
2024-05-28,728.69149,455.9955
2024-05-29,724.99926,453.2259
2024-05-30,720.59087,454.8358
2024-05-31,724.19738,455.8279
2024-06-03,724.63794,458.2135
2024-06-04,723.81774,459.9708
2024-06-05,731.23886,460.3793
2024-06-06,731.97942,460.5829
2024-06-07,735.0634,457.2077
2024-06-10,739.02446,455.1536
2024-06-11,739.4328,455.8977
2024-06-12,739.20878,459.8349
2024-06-13,744.94895,459.6911
2024-06-14,745.03112,459.6999
2024-06-17,746.27012,458.7298
2024-06-18,748.58748,460.1351
2024-06-19,749.16479,460.3098
2024-06-20,751.23527,459.1541
2024-06-21,749.38889,458.3809
2024-06-24,746.90818,459.1774
2024-06-25,750.8397,458.9722
2024-06-26,752.41865,456.842
2024-06-27,750.67965,457.3542
2024-06-28,748.42283,456.4821
2024-07-01,749.0348,454.4306
2024-07-02,751.76556,455.2678
2024-07-03,752.8844,457.8975
2024-07-04,753.94802,457.8716
2024-07-05,755.20701,459.6163
2024-07-08,755.29727,460.257
2024-07-09,756.50296,459.2751
2024-07-10,761.77427,459.9104
2024-07-11,758.50998,463.2747
2024-07-12,759.79367,464.4929
2024-07-15,759.88364,464.1461
2024-07-16,763.3869,464.6456
2024-07-17,753.50924,466.0746
2024-07-18,748.85471,465.4285
2024-07-19,744.94295,463.7474
2024-07-22,750.40658,463.5413
2024-07-23,752.07417,463.5134
2024-07-24,739.63699,463.7819
2024-07-25,733.55257,464.5913
2024-07-26,739.50759,465.3376
2024-07-29,743.2555,465.6608
2024-07-30,741.10677,465.9636
2024-07-31,753.21988,469.0874
2024-08-01,744.85733,470.3781
2024-08-02,721.41507,476.1118
2024-08-05,695.32927,479.0749
2024-08-06,705.52176,475.8446
2024-08-07,705.64313,473.6813
2024-08-08,716.63016,473.354
2024-08-09,720.90652,474.8427
2024-08-12,720.77037,474.7692
2024-08-13,728.06624,476.9046
2024-08-14,729.22298,478.8733
2024-08-15,740.37243,475.9438
2024-08-16,742.833,476.7542
2024-08-19,745.14575,478.9612
2024-08-20,741.97256,480.8521
2024-08-21,742.40668,481.7476
2024-08-22,740.56945,480.2648
2024-08-23,743.99851,482.7652
2024-08-26,743.02002,483.1429
2024-08-27,744.05483,482.505
2024-08-28,744.32578,482.0127
2024-08-29,746.56551,480.5991
2024-08-30,754.46317,480.186
2024-09-02,752.78963,479.1531
2024-09-03,742.34034,480.4911
2024-09-04,735.26964,483.4337
2024-09-05,732.06792,484.1386
2024-09-06,724.53697,486.105
2024-09-09,730.7264,484.8801
2024-09-10,733.18881,485.375
2024-09-11,738.57235,486.3126
2024-09-12,743.79314,485.7609
2024-09-13,746.05515,488.1201
2024-09-16,744.37601,489.6182
2024-09-17,745.31436,488.8022
2024-09-18,742.80001,487.603
2024-09-19,752.49662,487.609
2024-09-20,749.3952,486.9141
2024-09-23,755.10211,487.4375
2024-09-24,756.84254,488.7005
2024-09-25,757.61937,487.727
2024-09-26,761.65424,487.5192
2024-09-27,764.7377,489.2062
2024-09-30,764.06812,488.3581
2024-10-01,765.22009,488.2876
2024-10-02,765.37409,485.9608
2024-10-03,763.64812,484.1022
2024-10-04,773.17424,480.6236
2024-10-07,768.13385,479.2905
2024-10-08,769.65982,479.0265
2024-10-09,775.57912,477.7463
2024-10-10,777.72853,477.4146
2024-10-11,779.1061,477.7001
2024-10-14,786.25984,477.1038
2024-10-15,781.68294,478.2745
2024-10-16,784.15937,478.6127
2024-10-17,787.12757,476.7147
2024-10-18,788.35849,477.7025
2024-10-21,788.96362,474.8797
2024-10-22,787.63021,473.7353
2024-10-23,783.75794,471.921
2024-10-24,782.29706,473.6096
2024-10-25,782.49677,473.2958
2024-10-28,784.1066,472.2047
2024-10-29,784.81926,471.6787
2024-10-30,777.6003,472.1268
2024-10-31,766.25191,471.9887
2024-11-01,770.72047,470.7268
2024-11-04,766.77186,473.1145
2024-11-05,771.44072,473.215
2024-11-06,796.80803,468.4036
2024-11-07,798.32344,471.4996
2024-11-08,805.88467,471.7459
2024-11-11,810.50169,470.2921
2024-11-12,807.80822,467.4456
2024-11-13,808.82551,466.4966
2024-11-14,806.13281,466.0332
2024-11-15,798.7562,465.8273
2024-11-18,798.41574,466.382
2024-11-19,802.64074,467.5689
2024-11-20,805.01732,465.7922
2024-11-21,811.82743,466.1022
2024-11-22,819.78058,465.2029
2024-11-25,817.99188,468.7401
2024-11-26,820.51605,468.4447
2024-11-27,811.51528,471.2785
2024-11-28,813.32986,471.5347
2024-11-29,816.13255,473.5977
2024-12-02,824.41197,472.6972
2024-12-03,824.42727,473.0007
2024-12-04,827.82309,473.7823
2024-12-05,825.28669,474.3909
2024-12-06,828.0975,474.8578
2024-12-09,824.12496,474.5366
2024-12-10,824.36336,473.0084
2024-12-11,830.84682,472.1014
2024-12-12,826.97644,470.685
2024-12-13,825.20981,468.9558
2024-12-16,825.65025,469.2748
2024-12-17,822.87243,469.0918
2024-12-18,807.10005,467.0567
2024-12-19,810.0843,463.1185
2024-12-20,809.50044,464.5672
2024-12-23,816.94311,463.3867
2024-12-24,824.3259,463.4284
2024-12-25,823.40612,463.397
2024-12-26,822.63994,463.3727
2024-12-27,817.21502,463.0231
2024-12-30,811.84152,463.7705
2024-12-31,812.95978,463.4374
2025-01-01,812.49591,463.4374
,818.24735,462.4717
