Date,Ptf_rdt,Ptf_rdt_cum,Valeur_Ptf,Volatilite_glissante,vol_ewma,"VaR Norm(95%, 1Y)"
2022-10-04,0.006580744828076846,0.7000281015260038,1050042.1522890057,,0.13381409971533165,-0.22010460725400918
2022-10-05,0.0033346104891017266,0.7023624225760183,1053543.6338640274,,0.12999144571104723,-0.2138169009504814
2022-10-06,-0.03344363955171217,0.6788728668807187,1018309.300321078,,0.13913622552062718,-0.22885872518794156
2022-10-07,-0.011916365489234587,0.6707831696782436,1006174.7545173654,,0.13545636164291586,-0.22280588774200039
2022-10-10,-0.020838059832142035,0.6568053498540944,985208.0247811417,,0.1409156407667713,-0.23178560280941446
2022-10-11,0.000306153270897068,0.6570064329602949,985509.6494404424,,0.13667871231092854,-0.2248164756716876
2022-10-12,0.0049549159399567356,0.6602618446076239,990392.7669114359,,0.1357235333807117,-0.2232453461439328
2022-10-13,-0.009355959541393054,0.6540844615027495,981126.6922541242,,0.1372627689872927,-0.2257771634141504
2022-10-14,0.018503551180741498,0.6661873468126933,999281.02021904,,0.1343144553399179,-0.22092761901787547
2022-10-17,0.012509249199373518,0.6745208503474427,1011781.2755211641,,0.13375399541272753,-0.22000574447387541
2022-10-18,0.0003019977156513492,0.6747245541034068,1012086.8311551103,,0.1328350421290014,-0.21849420083213955
2022-10-19,-0.0002148592842196864,0.6745795832686667,1011869.3749030001,,0.12934107682346618,-0.21274713932688732
2022-10-20,0.001982100875300793,0.6759166680511236,1013875.0020766854,,0.1255704077073646,-0.20654494055523373
2022-10-21,0.006566336058676802,0.6803549640412083,1020532.4460618125,,0.128129871011468,-0.21075488305403742
2022-10-24,0.021380028102897013,0.6949009722923549,1042351.4584385324,,0.12705634218875503,-0.20898908527636104
2022-10-25,-0.011243449487170338,0.6870878883118002,1030631.8324677004,,0.12319511702067644,-0.20263793505417066
2022-10-26,0.004918103249373555,0.6904670574879117,1035700.5862318675,,0.12013256787107562,-0.1976004899777326
2022-10-27,0.012464842076172065,0.6990736203182978,1048610.4304774466,,0.11794078706254679,-0.19399533136534133
2022-10-28,-0.00015979664102795318,0.6989619107019397,1048442.8660529095,,0.1153835310437177,-0.1897890195277268
2022-10-31,0.002728908417876954,0.7008693137438295,1051303.9706157444,,0.11186848359884766,-0.18400728098912583
2022-11-01,-0.015078353532913653,0.6903013584508295,1035452.0376762443,,0.10892651313085847,-0.17916817019446968
2022-11-02,-0.007169756575778929,0.6853520657468076,1028028.0986202115,,0.11106032509025525,-0.18267797853511591
2022-11-03,0.006104830062980192,0.6895360236415043,1034304.0354622565,,0.1103054349614368,-0.181436294768779
2022-11-04,0.0006727681524152794,0.6899999215181534,1034999.88227723,,0.10695371340779176,-0.17592320341473455
2022-11-07,0.009644999602125885,0.6966549704866629,1044982.4557299943,,0.10581079172922193,-0.1740432645464175
2022-11-08,-0.016284155204581967,0.6853105328232146,1027965.7992348219,,0.10310742637180252,-0.16959662423329122
2022-11-09,0.05125928719107163,0.7204390622402661,1080658.5933603991,,0.1319566633934571,-0.21704939638314244
2022-11-10,0.01046209552950703,0.7279763645326122,1091964.5467989182,,0.1280283100451836,-0.21058783013028784
2022-11-11,0.00794547786410214,0.7337604846225956,1100640.7269338933,,0.12515195852817898,-0.2058566529051554
2022-11-14,0.01243311357322251,0.7428834120634511,1114325.1180951768,,0.12264991681218482,-0.20174116051381852
2022-11-15,-0.02273834699500081,0.7259914712631222,1088987.2068946834,,0.12174970096716481,-0.20026043721609818
2022-11-16,-0.0043305633336721445,0.7228475192171115,1084271.2788256672,,0.11923197943288577,-0.19611915381878547
2022-11-17,0.0008903782720986644,0.7234911269422628,1085236.6904133942,,0.11822199209406452,-0.19445787248135027
2022-11-18,-0.0016695347452262005,0.7222832333679698,1083424.8500519549,,0.11479576650464701,-0.18882223289384295
2022-11-21,0.006286911463154691,0.7268241641074754,1090236.2461612131,,0.11177259872240025,-0.18384956440233152
2022-11-22,0.010105702333990146,0.7341692327590967,1101253.849138645,,0.10977336024709049,-0.18056110974507733
2022-11-23,0.0004033825517924129,0.7344653838176546,1101698.0757264819,,0.10719155913853579,-0.1763144248276038
2022-11-24,-0.0038279197209051766,0.7316539092906168,1097480.8639359253,,0.10395212705542119,-0.17098603321642977
2022-11-25,-0.01224019401690571,0.7226983234876722,1084047.4852315083,,0.10217466142450729,-0.16806236242663947
2022-11-28,-0.0025107473061040807,0.7208838106188495,1081325.7159282742,,0.09906250725086903,-0.1629433243464984
2022-11-29,0.02422955043585839,0.7383505012666327,1107525.751899949,,0.10374384739307618,-0.17064344365840137
2022-11-30,0.008613224212209683,0.7447100796812396,1117065.1195218593,,0.10262805776322524,-0.16880813303882622
2022-12-01,-0.006010776169064671,0.7402337940814293,1110350.691122144,,0.10059469321238831,-0.16546354598246754
2022-12-02,-0.008673043614166903,0.7338137141006809,1100720.5711510214,,0.09968516393829004,-0.16396750345714844
2022-12-05,-0.021114006688263947,0.7183199664332193,1077479.949649829,,0.1002435438163054,-0.16488595662471875
2022-12-06,-0.006376241759247259,0.7137397846667467,1070609.67700012,,0.09928860105329561,-0.16331521555745102
2022-12-07,0.016263344796716133,0.725347580879916,1088021.371319874,,0.09630026174080712,-0.15839983480074266
2022-12-08,0.00339907000178424,0.7278130880829518,1091719.6321244277,,0.09356413362082232,-0.15389930453878176
2022-12-09,0.009368092187017998,0.7346313081870312,1101946.9622805468,,0.09074102547750479,-0.14925570486996967
2022-12-12,0.01626690606293918,0.7465814866682038,1119872.2300023057,,0.10029532118972402,-0.16497112282518037
2022-12-13,-0.009251106869151982,0.7396747815485059,1109512.1723227587,,0.09872793084581628,-0.16239299513315503
2022-12-14,-0.03254844683789617,0.7155995162439419,1073399.274365913,,0.11892448075037838,-0.1956133634955804
2022-12-15,-0.011773028051921387,0.7071747430652606,1060762.114597891,,0.11734686741740712,-0.1930184204829156
2022-12-16,-0.009528724290982615,0.7004362699130453,1050654.404869568,,0.1151561226037228,-0.18941496593040183
2022-12-19,-0.007098519315715271,0.69546420952164,1043196.31428246,,0.11216586396653798,-0.1844964281655054
2022-12-20,0.015378707560799171,0.7061595502188757,1059239.3253283135,0.2535702401390647,0.11169725753721872,-0.18372563918062684
2022-12-21,-0.02245874685755999,0.6903000916394615,1035450.1374591922,0.25442342269639656,0.1087034624039065,-0.1788012843972486
