Date,FR0010983924,LU0154236417,LU1883854199,LU1893597309,LU1919842267,LU1103207525,LU0072462186,LU1161527038,LU1160351208,LU1191877379,LU1279613365,LU1244893696,LU1882449801,FR0011288513,EURUSD
2023-03-07,163.89,49.418,389.36,180.62,135.18,515.04,88.94,209.92,80.06,11.64,12.7,234.84,16.82,116.24,1.0549
2023-03-08,163.62,48.7909,392.19,178.62,135.93,515.65,88.57,210.18,80.23,11.64,12.49,235.18,16.81,116.2,1.0545
2023-03-09,166.56,48.79455,385.04,179.36,132.76,515.39,88.44,210.03,80.3,11.61,12.38,230.76,16.77,116.16,1.0581
2023-03-10,164.18,46.78039,373.9,176.07,128.32,513.81,86.55,209.93,80.31,11.57,12.18,225.18,16.59,115.96,1.0643
2023-03-13,162.56,45.93965,372.71,174.31,128.74,510.93,84.06,209.67,80.04,11.51,12.34,221.76,16.49,115.8,1.0731
2023-03-14,157.11,46.61325,381.25,176.81,131.32,513.07,85.17,209.27,79.92,11.46,12.14,225.09,16.46,115.69,1.0733
2023-03-15,162.74,46.5189,385.56,174.68,133.55,508.65,82.24,209.02,79.3,11.42,12.18,225.19,16.68,115.55,1.0577
2023-03-16,159.48,46.93165,392.05,177.25,135.97,509.97,82.12,207.73,78.99,11.39,12.02,227.55,16.5,115.48,1.061
2023-03-17,162.37,46.50988,388.44,176.56,135.36,508.42,80.7,207.83,79.12,11.37,12.19,226.84,16.49,115.43,1.067
2023-03-20,158.66,46.78052,387.85,178.29,134.05,509.13,81.99,205.38,78.55,11.18,12.05,226.85,16.28,114.92,1.0721
2023-03-21,158.66,47.06429,391.98,178.67,135.61,511.82,83.69,206.43,79.49,11.32,12.18,232.05,16.27,115.7,1.0768
2023-03-22,159.24,47.2163,386.41,180.31,133.58,512.16,83.86,207.6,79.76,11.36,12.33,230.11,16.29,115.87,1.0856
2023-03-23,159.82,46.81203,384.4,180.35,134.33,512.94,83.26,208.09,80.22,11.37,12.54,229.97,16.22,116.01,1.0831
2023-03-24,162.03,46.3018,390.84,179.32,135.28,509.62,81.14,207.37,79.75,11.32,12.46,230.86,16.37,115.82,1.076
2023-03-27,161.5,47.02993,389.18,181.37,134.82,511.31,82.24,206.67,79.47,11.31,12.34,231.22,16.28,115.89,1.0798
2023-03-28,161.23,46.71647,386.3,179.85,133.52,511.38,82.09,206.57,79.32,11.34,12.41,230.09,16.2,115.98,1.0845
2023-03-29,162.06,47.11858,391.67,181.73,135.37,514.38,83.36,206.73,74.85,11.34,12.54,232.34,16.25,116.16,1.0844
2023-03-30,161.38,47.37276,391.29,183.1,135.36,516.52,84.55,207.4,75.7,11.4,12.64,232.38,16.21,116.34,1.0905
2023-03-31,163.66,47.67688,398.34,184.97,138.93,518.08,84.72,208.24,75.89,11.39,12.72,236.07,16.36,116.48,1.0839
2023-04-03,164.51,48.20461,398.71,183.85,137.43,517.84,84.87,209.0,76.29,11.47,12.68,236.35,16.42,116.17,1.0899
2023-04-04,163.21,48.01754,394.14,185.43,135.9,517.48,85.17,209.68,76.2,11.48,12.65,233.98,16.32,116.78,1.0953
2023-04-05,161.93,47.93062,394.32,183.66,134.17,516.12,84.16,209.73,76.99,11.48,12.68,233.67,16.37,116.24,1.0904
2023-04-06,158.12,47.46662,395.31,183.01,134.3,516.87,84.68,209.48,76.66,11.45,12.65,234.58,16.33,116.23,1.0922
2023-04-07,158.12,47.46662,395.31,183.01,134.3,516.87,84.68,209.48,76.66,11.45,12.65,234.58,16.33,116.23,1.0905
2023-04-10,158.12,47.46662,395.31,183.01,134.3,516.87,84.68,209.48,76.66,11.45,12.65,234.58,16.33,116.23,1.0859
2023-04-11,158.79,48.09616,393.77,184.85,134.15,517.8,85.39,208.68,76.08,11.47,12.8,236.29,16.31,116.66,1.0912
2023-04-12,158.95,47.91742,390.46,184.94,132.98,517.39,85.7,208.77,76.04,11.48,12.74,234.59,16.22,116.25,1.0992
2023-04-13,159.56,47.44935,393.3,185.92,134.15,518.67,85.63,208.69,76.12,11.5,12.74,235.43,16.19,116.38,1.1046
2023-04-14,159.94,48.52432,394.69,188.48,134.08,518.54,86.52,208.31,76.19,11.5,12.83,236.46,16.17,116.88,1.0992
2023-04-17,160.46,48.47874,397.9,188.18,135.41,519.92,86.43,208.15,76.2,11.52,12.87,238.17,16.27,116.97,1.0926
2023-04-18,161.31,48.36828,396.31,188.39,135.19,520.93,87.0,208.42,76.02,11.53,12.84,237.7,16.17,117.07,1.0972
2023-04-19,160.36,47.95732,396.33,187.11,134.79,520.54,86.89,208.0,75.59,11.53,12.75,236.86,16.14,116.96,1.0955
2023-04-20,160.9,47.99854,395.0,187.15,133.07,519.43,86.72,208.34,75.33,11.52,12.7,234.41,16.09,116.44,1.097
2023-04-21,160.15,47.9643,395.66,188.19,133.48,518.84,86.58,208.06,75.1,11.54,12.58,234.69,16.07,116.87,1.0986
2023-04-24,159.43,48.00616,393.31,189.14,131.97,518.58,86.89,208.07,74.99,11.5,12.49,232.95,16.01,116.77,1.1046
2023-04-25,161.1,47.92123,388.05,187.58,128.46,516.83,86.41,208.97,75.17,11.5,12.3,229.96,16.15,116.82,1.0973
2023-04-26,159.1,47.37795,385.83,184.87,128.95,516.77,85.62,208.64,75.34,11.48,12.32,229.54,16.03,116.66,1.1041
2023-04-27,159.43,47.79726,394.91,186.6,130.95,516.11,86.1,207.93,75.22,11.5,12.33,233.7,16.05,116.74,1.1028
2023-04-28,158.04,48.30931,397.25,187.98,130.53,517.6,86.16,208.95,75.57,11.48,12.39,234.34,16.05,117.0,1.1019
2023-05-01,158.04,48.30931,397.25,187.98,130.53,517.6,86.16,208.95,75.57,11.48,12.39,234.34,16.05,117.0,1.0976
2023-05-02,159.43,48.32727,395.53,188.4,129.52,515.5,86.06,209.56,75.27,11.54,12.4,231.05,16.13,117.11,1.0999
2023-05-03,159.43,48.04019,391.33,188.44,128.22,515.7,85.55,209.59,75.37,11.54,12.32,229.1,16.05,117.12,1.1062
2023-05-04,159.43,47.46485,391.5,188.36,129.58,514.34,85.14,210.29,75.55,11.53,12.41,229.29,16.12,117.18,1.1012
2023-05-05,159.43,47.92422,397.05,189.37,131.5,516.05,85.85,209.35,75.59,11.55,12.42,232.01,16.08,117.15,1.1019
2023-05-08,159.43,48.1636,398.63,190.59,132.71,516.05,86.52,209.35,75.59,11.52,12.51,232.01,16.05,117.15,1.1004
2023-05-09,163.67,48.1636,398.63,190.59,132.71,516.05,86.52,209.35,75.59,11.52,12.51,232.01,16.05,117.07,1.0962
2023-05-10,163.15,48.43209,401.51,189.86,134.57,515.86,86.37,208.7,75.28,11.52,12.33,234.13,16.13,117.12,1.0982
2023-05-11,163.87,48.58581,403.76,190.25,135.02,515.67,85.93,210.05,75.48,11.54,12.28,234.06,16.22,117.26,1.0916
2023-05-12,164.82,49.16144,405.38,191.27,135.19,516.2,86.8,209.53,75.5,11.54,12.18,234.67,16.26,117.25,1.0849
2023-05-15,165.24,48.92913,406.09,190.95,136.77,516.45,86.87,209.39,75.41,11.55,12.28,236.08,16.21,117.26,1.0874
2023-05-16,165.86,49.09359,405.73,190.72,136.78,516.58,86.7,208.9,75.52,11.55,12.33,235.11,16.17,117.2,1.0862
2023-05-17,165.62,49.16067,411.79,189.94,139.43,516.54,86.57,208.53,75.57,11.6,12.25,237.41,16.19,117.12,1.084
2023-05-18,165.62,49.16067,411.79,189.94,139.43,516.54,86.57,208.53,75.57,11.6,12.25,237.41,16.19,117.12,1.077
2023-05-19,166.92,50.41124,417.11,194.31,142.91,517.57,88.17,207.77,75.69,11.58,12.3,240.39,16.19,117.26,1.0805
2023-05-22,167.29,50.31452,416.58,193.69,143.9,518.44,87.76,207.56,75.73,11.58,12.38,241.78,16.16,117.27,1.0813
2023-05-23,165.98,50.28327,410.57,191.55,142.47,516.67,87.89,207.27,75.89,11.59,12.29,240.76,16.19,117.31,1.077
2023-05-24,165.09,49.45147,408.96,187.08,142.46,513.56,85.93,206.96,75.71,11.57,12.17,238.99,16.2,117.19,1.075
2023-05-25,164.76,49.50061,415.66,188.63,146.48,512.47,85.87,206.29,75.77,11.56,12.08,240.84,16.21,117.15,1.0725
2023-05-26,164.1,50.07463,422.75,191.5,150.38,514.04,86.13,206.24,75.78,11.56,12.19,244.65,16.24,117.12,1.0723
2023-05-29,164.1,50.07463,422.75,191.5,150.38,514.04,86.13,206.24,75.78,11.56,12.19,244.65,16.24,117.12,1.0708
2023-05-30,165.81,50.34045,421.72,192.28,151.32,513.06,86.09,208.17,76.33,11.59,12.25,244.54,16.3,117.41,1.0735
2023-05-31,164.84,50.31021,421.74,190.8,151.44,511.9,85.25,208.84,75.99,11.59,12.05,243.69,16.42,117.49,1.0689
2023-06-01,165.99,49.57249,423.32,188.98,151.67,513.87,85.21,209.32,76.16,11.61,12.05,246.94,16.33,117.58,1.0762
2023-06-02,167.49,50.71895,427.86,192.05,152.6,515.9,86.77,208.89,76.66,11.63,12.42,249.05,16.36,117.67,1.0708
2023-06-05,170.77,50.98954,428.09,191.6,153.38,514.46,86.86,208.82,77.11,11.64,12.41,248.97,16.44,117.69,1.0713
2023-06-06,171.88,50.90756,430.48,192.91,153.99,514.46,86.79,208.89,77.22,11.65,12.4,250.56,16.51,117.9,1.0693
2023-06-07,169.7,51.29524,423.8,192.19,149.21,514.46,87.29,208.3,77.24,11.67,12.5,248.91,16.47,117.93,1.0699
2023-06-08,167.75,50.37552,424.28,190.37,149.96,514.27,87.17,208.72,77.09,11.72,12.47,247.53,16.39,118.05,1.0782
2023-06-09,170.46,50.90249,426.21,190.71,150.61,513.77,87.09,208.82,77.07,11.7,12.57,248.63,16.42,117.77,1.0749
2023-06-12,171.7,50.92567,431.42,191.64,152.93,514.97,87.36,209.08,77.39,11.76,12.6,250.4,16.49,118.26,1.0757
2023-06-13,173.53,51.27754,430.58,192.83,153.57,515.89,87.7,208.45,77.61,11.73,12.77,251.93,16.41,118.28,1.0793
2023-06-14,174.75,50.92985,429.41,193.62,153.69,516.42,88.23,208.28,78.0,11.73,12.75,251.59,16.38,118.3,1.083
2023-06-15,173.24,50.65789,433.02,192.57,154.84,515.79,87.85,207.93,78.1,11.71,12.92,251.89,16.33,118.11,1.0945
2023-06-16,172.31,51.08835,430.26,194.46,153.05,516.47,88.49,208.04,78.51,11.71,13.01,250.83,16.34,118.25,1.0937
2023-06-19,171.13,50.95273,430.26,191.08,152.85,515.65,87.83,207.75,78.41,11.71,12.88,250.83,16.35,118.22,1.0921
2023-06-20,172.0,50.71003,429.18,190.11,152.42,514.24,87.47,208.45,78.54,11.71,12.78,248.71,16.37,118.28,1.0918
2023-06-21,171.09,50.28712,424.73,187.87,148.55,513.09,87.13,208.21,79.03,11.69,12.61,245.55,16.35,118.14,1.0986
2023-06-22,169.38,50.33318,427.87,186.54,149.61,512.6,86.33,207.42,79.27,11.66,12.58,245.53,16.34,117.91,1.0956
2023-06-23,166.44,50.33318,427.87,186.54,149.61,512.6,86.33,207.42,79.27,11.66,12.58,245.53,16.34,118.04,1.0894
2023-06-26,165.71,50.60042,424.43,187.3,146.87,512.19,85.93,209.01,79.48,11.66,12.37,244.97,16.49,118.03,1.0906
2023-06-27,163.86,50.11406,427.24,186.09,148.49,513.1,85.56,208.47,79.57,11.65,12.52,246.53,16.42,117.91,1.0961
2023-06-28,167.68,50.71946,428.96,188.39,149.99,514.8,86.47,209.0,79.39,11.61,12.51,248.7,16.51,118.0,1.0913
2023-06-29,168.02,51.03486,431.13,189.32,149.64,514.74,86.64,207.84,79.37,11.63,12.4,250.06,16.47,117.91,1.0865
2023-06-30,167.52,51.35556,435.78,192.06,151.16,516.7,87.82,208.17,78.59,11.64,12.4,250.79,16.52,118.0,1.0909
2023-07-03,170.08,51.49322,434.46,190.84,151.43,516.51,87.64,208.02,80.0,11.66,12.62,251.8,16.54,118.05,1.0912
2023-07-04,169.0,51.62919,434.46,191.03,151.49,516.58,87.53,208.14,80.01,11.68,12.66,251.8,16.56,118.13,1.0879
2023-07-05,169.43,51.63429,435.94,189.93,151.51,514.43,86.96,207.77,79.9,11.67,12.54,250.91,16.59,118.1,1.0854
2023-07-06,167.58,50.99788,433.69,186.36,149.64,509.46,85.37,205.72,79.03,11.64,12.34,248.25,16.46,117.83,1.0889
2023-07-07,167.18,50.82938,429.21,185.83,148.5,509.5,85.27,205.52,78.6,11.62,12.23,248.18,16.28,117.81,1.0967
2023-07-10,166.32,50.65975,429.67,185.4,149.87,510.14,85.54,205.45,78.59,11.61,12.31,247.59,16.26,117.75,1.1001
2023-07-11,166.91,50.7498,431.86,187.07,150.63,511.6,86.02,205.53,79.17,11.61,12.47,251.27,16.32,117.84,1.1009
2023-07-12,165.87,50.7995,430.21,188.09,149.66,514.62,87.11,207.31,80.16,11.67,12.59,251.94,16.25,118.17,1.1129
2023-07-13,166.5,50.72283,430.68,190.67,152.03,515.94,87.87,208.77,81.14,11.69,12.83,253.97,16.27,118.54,1.1226
2023-07-14,166.5,50.75185,430.24,192.63,151.35,515.94,87.54,208.77,81.14,11.7,12.91,253.97,16.22,118.54,1.1228
2023-07-17,166.5,50.5653,431.41,190.41,152.93,515.11,87.2,208.83,81.62,11.7,12.87,253.13,16.25,118.5,1.1236
2023-07-18,165.97,50.91395,432.63,190.26,153.72,515.99,87.43,210.26,80.56,11.73,12.74,254.44,16.28,118.69,1.1229
2023-07-19,167.47,51.51001,434.73,191.52,154.45,516.64,87.91,210.26,81.96,11.72,12.7,255.19,16.37,118.78,1.1201
2023-07-20,165.5,51.67206,432.89,190.15,150.34,516.62,88.46,209.54,81.55,11.73,12.69,254.49,16.35,118.72,1.113
2023-07-21,164.12,51.24955,435.09,189.86,150.84,517.21,88.34,209.86,81.57,11.73,12.56,254.31,16.43,118.75,1.1124
2023-07-24,166.15,51.50695,437.38,189.16,150.77,517.93,88.32,210.43,81.66,11.74,12.48,255.57,16.48,118.83,1.1064
2023-07-25,167.21,51.81127,440.68,191.06,152.89,518.56,88.66,210.14,81.59,11.74,12.78,256.89,16.53,118.83,1.1055
2023-07-26,167.42,51.64379,440.62,187.82,151.89,517.92,88.31,209.72,81.64,11.74,12.75,257.32,16.52,118.76,1.1086
2023-07-27,167.86,52.70246,438.86,193.06,152.06,521.47,89.67,209.78,82.06,11.77,12.79,258.72,16.63,118.95,1.0979
2023-07-28,168.38,52.18574,442.09,192.55,154.07,522.9,88.89,210.22,82.7,11.77,12.82,260.15,16.62,118.94,1.1016
2023-07-31,169.12,52.43936,442.89,192.69,155.47,522.31,89.35,210.62,83.22,11.78,12.88,261.28,16.68,118.99,1.0997
2023-08-01,170.28,52.62486,443.63,191.68,155.78,520.8,89.28,209.77,82.59,11.79,12.84,260.78,16.66,118.92,1.0984
2023-08-02,168.96,52.22354,439.78,189.62,150.75,517.69,88.02,209.99,81.99,11.79,12.59,256.85,16.65,118.91,1.0938
2023-08-03,167.79,51.81196,437.82,187.68,150.27,516.41,87.32,209.42,81.66,11.77,12.55,256.22,16.57,118.77,1.0949
2023-08-04,167.31,51.81258,434.74,186.55,148.36,516.85,87.39,209.76,82.09,11.77,12.55,254.18,16.51,118.8,1.1006
2023-08-07,167.64,51.85892,440.17,187.06,149.16,516.9,87.62,209.61,82.13,11.77,12.54,256.0,16.52,118.78,1.1002
2023-08-08,167.88,51.89989,442.31,189.82,146.46,514.91,87.21,210.54,82.23,11.78,12.38,254.53,16.64,118.89,1.0956
2023-08-09,166.76,51.96757,437.84,189.87,144.67,516.18,88.09,210.35,82.41,11.76,12.44,253.92,16.62,118.89,1.0974
2023-08-10,167.56,52.1293,436.49,191.73,144.98,518.53,88.34,210.02,82.61,11.78,12.42,254.27,16.57,118.91,1.0981
2023-08-11,167.56,51.51183,437.54,189.03,144.47,515.9,87.46,208.72,82.72,11.81,12.31,254.45,16.64,118.8,1.0949
2023-08-14,166.41,51.64714,443.97,189.02,146.88,516.08,87.42,208.25,81.91,11.79,12.15,255.51,16.63,118.75,1.0906
2023-08-15,166.41,51.64714,443.97,189.02,146.88,516.08,87.42,208.25,81.91,11.79,12.15,255.51,16.63,118.75,1.0905
2023-08-16,165.38,51.67631,438.57,188.32,144.1,513.69,86.8,207.32,81.11,11.77,12.01,252.08,16.48,118.66,1.0879
2023-08-17,164.91,51.35135,435.19,186.6,142.76,510.94,86.34,206.37,81.05,11.76,12.01,250.45,16.47,118.67,1.0872
2023-08-18,164.6,50.78635,435.5,183.76,142.96,509.98,85.35,207.03,80.87,11.74,11.87,250.03,16.49,118.49,1.0873
2023-08-21,163.47,51.12823,437.41,185.56,145.42,510.26,85.99,206.07,80.62,11.75,11.81,250.73,16.42,118.38,1.0896
2023-08-22,166.41,51.48387,438.87,186.8,145.88,511.46,86.41,206.56,80.63,11.75,11.9,251.63,16.51,118.45,1.0846
2023-08-23,168.49,51.44067,445.61,188.33,148.04,512.3,86.25,208.63,81.17,11.76,11.93,253.57,16.62,118.68,1.0863
2023-08-24,168.24,51.98226,438.8,189.23,144.99,511.09,86.49,208.52,81.4,11.78,12.13,252.79,16.67,118.77,1.081
2023-08-25,166.77,51.34309,445.44,187.87,147.29,511.12,86.47,207.92,81.14,11.78,11.92,253.38,16.77,118.68,1.0796
2023-08-28,168.56,51.75796,446.91,189.0,147.05,513.22,86.94,207.98,81.07,11.78,11.99,254.48,16.74,118.72,1.0819
2023-08-29,168.94,51.62478,451.99,190.14,149.53,515.25,87.62,209.0,81.5,11.79,12.11,257.07,16.78,118.86,1.088
2023-08-30,168.75,52.03185,450.99,191.4,149.45,514.62,88.17,208.94,81.49,11.81,12.16,256.41,16.64,118.72,1.0923
2023-08-31,171.84,52.51407,455.01,191.69,151.96,514.27,88.3,209.81,81.17,11.81,12.14,258.5,16.73,118.9,1.0843
2023-09-01,173.1,52.72626,458.15,190.59,153.73,513.37,87.83,208.8,81.22,11.82,12.22,259.82,16.78,118.83,1.078
2023-09-04,174.44,52.58477,458.15,191.65,154.05,513.03,87.99,208.5,81.27,11.82,12.35,259.82,16.81,118.81,1.0796
2023-09-05,174.32,52.66542,460.19,190.55,155.66,512.78,87.79,207.57,81.02,11.82,12.23,260.26,16.87,118.77,1.0722
2023-09-06,175.08,52.63502,458.79,189.9,155.34,511.49,87.25,206.84,80.69,11.83,12.15,259.28,16.82,118.65,1.0727
2023-09-07,175.12,52.25149,457.39,188.57,154.81,510.43,86.74,207.56,80.44,11.83,12.04,258.31,16.86,118.72,1.0696
2023-09-08,173.05,52.38674,457.21,188.74,154.98,511.05,86.72,207.77,80.88,11.83,12.02,258.05,16.88,118.8,1.07
2023-09-11,173.26,52.36722,459.36,188.63,156.43,511.99,87.03,207.6,80.78,11.85,12.02,258.56,16.82,118.87,1.075
2023-09-12,173.38,52.60655,457.67,187.79,155.02,511.25,87.34,207.6,80.69,11.86,12.0,258.57,16.87,118.86,1.0754
2023-09-13,171.59,52.38805,457.88,186.15,155.04,510.56,86.99,207.63,80.75,11.87,12.0,257.55,16.83,118.83,1.073
2023-09-14,174.67,53.04723,463.11,187.72,156.53,513.07,87.94,208.38,81.11,11.89,12.08,261.37,16.98,119.02,1.0643
2023-09-15,174.77,52.82984,456.89,189.76,153.77,513.63,88.71,207.59,81.31,11.91,12.16,260.51,16.98,119.03,1.0657
2023-09-18,174.77,52.38496,457.15,185.5,153.32,511.54,87.32,207.16,80.01,11.91,12.01,259.55,16.94,118.92,1.0692
2023-09-19,174.18,52.3912,455.16,184.52,152.23,511.43,87.3,206.94,79.95,11.9,12.0,259.18,16.9,118.87,1.0679
2023-09-20,171.44,52.3987,448.85,186.92,150.13,514.02,88.47,207.43,81.23,11.91,11.93,257.21,16.88,118.93,1.0661
2023-09-21,171.25,51.59535,442.03,183.17,148.25,511.45,88.03,206.54,80.64,11.9,11.72,254.65,16.86,118.81,1.0661
2023-09-22,170.39,51.49212,442.04,182.16,148.31,510.75,87.61,206.63,80.56,11.88,11.85,254.67,16.86,118.79,1.0653
2023-09-25,171.59,51.57239,446.84,180.47,149.73,508.6,86.99,206.18,80.0,11.89,11.74,255.8,16.94,118.72,1.0593
2023-09-26,170.69,51.37667,439.95,179.7,147.76,506.7,86.98,205.93,79.84,11.87,11.67,253.03,16.88,118.55,1.0572
2023-09-27,171.84,51.46149,443.89,179.84,149.6,506.38,87.02,205.12,79.57,11.86,11.71,254.94,16.95,118.43,1.0503
2023-09-28,170.24,51.30707,445.1,179.68,149.75,507.63,86.86,204.0,79.08,11.82,11.62,255.02,16.81,118.18,1.0566
2023-09-29,169.07,51.82454,442.41,183.19,150.15,509.03,88.04,205.5,79.28,11.84,11.76,254.48,16.77,118.53,1.0573
2023-10-02,168.98,51.67318,448.5,180.24,151.95,506.27,86.66,204.76,78.8,11.85,11.78,255.13,16.84,118.44,1.0477
2023-10-03,167.27,51.7014,443.67,180.2,149.09,503.47,86.06,203.98,78.07,11.82,11.63,253.21,16.73,118.23,1.0467
2023-10-04,162.31,50.94178,447.44,180.15,150.43,503.26,85.51,203.86,77.61,11.76,11.5,252.2,16.65,117.98,1.0504
2023-10-05,164.82,50.95862,445.08,181.48,149.91,503.59,86.11,204.41,77.66,11.76,11.57,252.29,16.59,118.07,1.055
2023-10-06,164.08,50.52462,451.73,181.08,153.36,505.44,86.26,204.04,77.4,11.71,11.64,254.32,16.56,118.01,1.0586
2023-10-09,164.08,51.46166,453.78,181.89,153.85,504.61,86.74,205.15,77.5,11.72,11.61,254.72,16.53,117.77,1.0567
2023-10-10,167.59,51.63417,453.8,183.74,154.11,508.07,87.55,205.75,78.01,11.74,11.7,256.43,16.55,118.33,1.0605
2023-10-11,166.15,51.86198,455.8,184.94,154.65,508.49,88.16,206.89,78.65,11.78,11.84,257.29,16.58,118.56,1.062
2023-10-12,169.71,52.02389,457.0,185.76,154.9,508.02,88.43,205.94,78.35,11.8,11.93,256.35,16.66,118.85,1.0528
2023-10-13,168.06,52.33609,456.17,184.65,153.66,505.59,88.11,206.03,78.49,11.8,11.75,254.47,16.75,118.55,1.051
2023-10-16,164.04,52.02427,459.16,183.02,154.65,506.7,87.76,205.43,78.47,11.76,11.64,255.01,16.67,118.43,1.056
2023-10-17,165.09,51.90926,457.85,179.82,154.48,506.4,87.33,204.04,78.34,11.77,11.71,255.25,16.61,118.18,1.0577
2023-10-18,165.43,52.20651,452.94,179.44,152.79,505.38,86.75,203.29,77.87,11.76,11.6,252.9,16.62,118.03,1.0536
2023-10-19,161.98,51.54289,448.16,179.0,151.42,504.13,85.8,202.99,80.47,11.71,11.42,250.63,16.73,117.78,1.0582
2023-10-20,161.28,50.97262,441.46,176.52,148.18,502.98,84.83,203.62,80.88,11.69,11.36,247.29,16.64,117.79,1.0594
2023-10-23,159.57,50.07032,439.25,175.1,147.08,503.13,83.84,203.96,80.58,11.69,11.24,245.26,16.55,117.81,1.067
2023-10-24,160.41,50.75092,443.82,176.18,149.42,504.25,84.24,204.86,81.26,11.7,11.27,248.45,16.67,118.24,1.059
2023-10-25,161.58,50.25059,435.53,176.27,145.04,502.96,84.04,204.28,81.41,11.75,11.28,244.87,16.69,118.2,1.0566
2023-10-26,159.85,49.90977,430.39,176.22,143.88,502.31,84.15,204.77,81.83,11.74,11.15,243.31,16.81,118.16,1.0563
2023-10-27,162.58,49.38108,428.51,174.81,144.2,503.22,82.98,205.23,82.28,11.73,11.32,241.78,16.81,118.24,1.0565
2023-10-30,160.52,49.24135,433.15,175.26,144.91,503.5,82.87,205.58,82.32,11.75,11.32,242.8,16.74,118.4,1.0615
2023-10-31,159.86,49.76832,438.0,177.81,146.71,505.4,83.18,206.13,82.46,11.77,11.19,245.12,16.78,118.66,1.0575
2023-11-01,159.86,49.76832,438.0,177.81,146.71,505.4,83.18,206.13,82.46,11.77,11.19,245.12,16.78,118.66,1.057
2023-11-02,163.85,50.63041,448.16,183.63,148.86,512.59,84.69,208.85,83.47,11.85,11.34,248.7,16.93,119.4,1.0622
2023-11-03,163.85,50.67524,447.78,183.99,149.54,514.49,84.55,210.63,84.09,11.88,11.54,250.03,16.88,119.85,1.0731
2023-11-06,166.19,50.80104,449.98,182.6,149.18,513.86,84.62,209.25,83.9,11.9,11.75,249.83,16.85,119.56,1.0718
2023-11-07,163.94,51.09113,455.84,184.18,152.99,514.5,84.52,210.02,83.75,11.9,11.64,251.48,16.95,119.61,1.07
2023-11-08,162.04,51.20471,456.63,186.16,152.85,515.95,84.93,210.5,83.59,11.89,11.58,250.24,16.91,119.72,1.0709
2023-11-09,163.48,51.10696,453.37,187.79,151.83,517.19,85.46,209.71,83.13,11.91,11.58,248.52,16.83,119.82,1.0668
2023-11-10,163.57,50.93174,462.5,185.58,155.7,516.54,84.86,209.04,82.97,11.9,11.45,251.06,16.88,119.67,1.0686
2023-11-13,162.07,51.08452,461.96,185.96,155.35,517.69,85.43,209.11,82.75,11.87,11.52,250.86,16.85,119.72,1.0698
2023-11-14,161.5,51.23701,462.74,188.99,157.15,520.48,86.47,211.98,83.39,11.94,11.67,253.09,16.76,120.24,1.0879
2023-11-15,162.95,51.49254,460.36,189.98,156.54,521.79,86.95,211.38,83.35,12.0,11.87,254.17,16.73,120.4,1.0848
2023-11-16,162.81,51.53775,461.87,189.9,156.33,522.52,86.93,212.39,83.77,12.01,11.83,252.4,16.77,120.51,1.0852
2023-11-17,165.01,51.45087,462.21,190.58,156.65,523.99,87.46,212.3,83.93,12.0,11.72,253.5,16.77,120.52,1.0915
2023-11-20,163.95,51.49022,463.29,191.37,158.15,525.03,87.57,212.54,84.11,12.01,11.82,254.17,16.76,120.49,1.094
2023-11-21,164.99,51.67109,463.51,191.88,157.57,524.06,87.63,212.92,84.68,12.01,11.88,253.43,16.84,120.62,1.0911
2023-11-22,164.56,52.15553,469.48,193.38,158.86,524.45,87.68,212.87,84.88,12.02,11.81,255.48,16.98,120.66,1.0888
2023-11-23,164.56,52.08142,469.48,193.5,158.23,524.15,88.02,212.67,84.93,12.05,11.84,255.48,16.93,120.66,1.0905
2023-11-24,164.22,52.03363,466.23,193.62,157.98,524.52,88.29,212.06,84.91,12.05,11.73,254.66,16.89,120.65,1.0939
2023-11-27,164.38,52.01207,465.51,193.92,157.62,524.17,88.22,213.14,84.99,12.06,11.68,254.37,16.93,120.89,1.0954
2023-11-28,164.51,51.53363,462.83,191.53,157.77,523.87,87.96,214.19,85.02,12.07,11.71,254.43,16.89,121.05,1.0993
2023-11-29,164.58,51.9406,462.86,192.73,160.18,525.18,88.48,215.68,85.67,12.1,11.69,256.7,16.99,121.55,1.0969
2023-11-30,166.59,51.96511,466.82,193.38,161.98,525.19,88.99,215.09,85.59,12.13,11.69,258.28,17.1,121.7,1.0888
2023-12-01,168.06,52.05845,471.2,194.55,165.04,526.36,89.63,217.02,85.98,12.19,11.62,261.75,17.29,122.07,1.0884
2023-12-04,167.53,52.2446,468.67,194.38,164.28,526.83,89.81,216.68,85.84,12.18,11.59,260.75,17.31,122.28,1.0836
2023-12-05,164.96,52.3258,469.22,195.09,164.65,528.6,89.92,218.11,86.25,12.2,11.42,260.36,17.41,122.56,1.0797
2023-12-06,168.41,52.52272,468.17,196.66,163.73,529.92,90.37,218.81,86.6,12.22,11.47,260.81,17.49,122.76,1.0764
2023-12-07,170.08,52.15461,472.7,195.84,165.29,529.67,89.68,219.09,86.5,12.23,11.42,261.38,17.49,122.85,1.0794
2023-12-08,167.31,52.70547,474.47,198.52,166.42,530.57,90.38,218.06,86.34,12.23,11.48,262.69,17.49,122.71,1.0763
2023-12-11,167.93,52.95048,478.57,199.4,168.18,530.33,90.83,218.08,86.29,12.24,11.44,262.95,17.51,122.72,1.0765
2023-12-12,168.2,52.88283,480.47,199.57,168.89,530.1,90.43,218.44,86.37,12.24,11.47,262.31,17.48,122.83,1.0794
