Date,FR0010983924,LU0154236417,LU1883854199,LU1893597309,LU1919842267,LU1103207525,LU0072462186,LU1161527038,LU1160351208,LU1191877379,LU1279613365,LU1244893696,LU1882449801,FR0011288513,EURUSD
2022-05-30,167.85,49.11923,390.45,167.16,134.34,516.64,82.24,218.42,87.69,11.65,13.5,234.85,16.88,118.38,1.0779
2022-05-31,167.11,49.00298,388.57,164.76,133.82,514.32,81.85,218.28,87.27,11.65,13.68,233.61,16.99,118.28,1.0734
2022-06-01,167.46,49.79791,388.34,164.23,134.26,512.28,81.85,218.08,87.08,11.65,13.61,232.94,17.04,118.15,1.065
2022-06-02,165.63,48.60387,395.96,163.64,138.23,513.66,81.57,218.31,87.07,11.63,13.49,235.1,16.98,118.13,1.0747
2022-06-03,165.38,49.06329,389.58,163.78,135.61,512.79,81.7,218.34,87.02,11.63,13.53,232.56,16.96,118.14,1.0719
2022-06-06,165.38,49.06329,389.58,163.78,135.61,512.79,81.7,218.34,87.02,11.63,13.53,232.56,16.96,118.14,1.0696
2022-06-07,163.68,48.96739,393.68,162.94,138.51,514.36,82.55,217.95,86.84,11.63,13.56,234.2,16.92,117.97,1.0703
2022-06-08,162.07,49.45475,389.84,163.55,138.41,512.92,82.36,217.72,86.29,11.62,13.77,232.81,16.84,117.76,1.0716
2022-06-09,163.3,49.28652,383.32,162.2,136.5,509.66,82.08,217.13,85.65,11.57,13.71,229.34,16.91,117.16,1.0617
2022-06-10,163.24,47.92241,373.99,157.94,133.2,503.74,79.61,216.23,84.77,11.49,13.58,224.78,16.98,116.37,1.0519
2022-06-13,161.34,46.59385,362.69,153.75,127.49,494.59,77.41,214.76,82.72,11.32,13.17,218.49,16.86,114.74,1.0409
2022-06-14,159.03,46.51631,361.48,151.26,127.83,489.61,77.7,213.64,82.31,11.21,13.16,218.29,16.81,113.91,1.0416
2022-06-15,157.88,46.81179,367.64,152.11,131.23,491.61,77.98,213.94,82.82,11.2,13.12,221.4,16.87,114.03,1.0444
2022-06-16,159.37,44.75379,352.04,149.0,124.96,482.14,75.68,212.77,82.24,11.13,12.97,213.95,16.67,113.26,1.0549
2022-06-17,153.83,45.09935,354.38,149.62,127.78,481.73,76.43,212.72,82.05,11.05,12.95,215.7,16.68,113.23,1.0499
2022-06-20,151.61,44.58805,354.38,148.71,126.83,479.84,76.3,212.39,82.33,11.07,12.89,215.7,16.58,113.1,1.0511
2022-06-21,153.31,45.56674,359.63,150.65,129.55,480.5,77.09,212.56,82.28,11.08,13.09,218.85,16.51,113.23,1.0533
2022-06-22,152.54,45.09693,358.37,149.53,128.72,477.39,75.84,212.62,81.71,11.08,12.8,217.63,16.42,113.15,1.0566
2022-06-23,154.87,45.09693,358.37,149.53,128.72,477.39,75.84,212.62,81.71,11.08,12.8,217.63,16.42,113.13,1.0523
2022-06-24,156.17,46.1553,376.5,155.52,137.52,478.72,75.68,212.84,81.26,11.0,13.11,225.31,16.46,112.94,1.0553
2022-06-27,156.88,46.49934,373.04,156.61,135.8,478.84,76.19,212.55,80.94,10.99,13.29,223.98,16.37,112.67,1.0584
2022-06-28,158.18,47.47696,366.0,157.44,132.75,479.97,77.32,211.91,79.95,10.97,13.36,222.57,16.39,112.2,1.0519
2022-06-29,157.69,46.57285,367.26,155.06,132.42,476.42,76.19,211.73,79.44,10.91,13.13,220.95,16.37,111.53,1.0442
2022-06-30,157.03,45.34961,364.36,153.45,130.55,472.33,74.04,211.66,78.1,10.8,12.98,218.78,16.31,110.79,1.0484
2022-07-01,156.21,46.24111,368.67,155.32,131.9,474.69,75.07,211.86,78.8,10.79,12.87,220.33,16.48,110.98,1.0414
2022-07-04,156.59,46.48374,368.67,156.09,131.53,473.56,75.15,211.81,78.82,10.77,12.84,220.33,16.44,111.01,1.0422
2022-07-05,160.08,46.30551,378.34,155.31,136.41,469.53,73.17,212.0,78.07,10.79,12.85,221.8,16.67,111.1,1.0266
2022-07-06,159.39,47.54743,382.92,159.64,137.45,473.06,73.73,211.91,77.69,10.73,12.71,223.15,16.65,111.15,1.0182
2022-07-07,161.43,48.40965,390.72,161.58,140.84,476.04,75.42,211.81,77.26,10.79,12.9,228.16,16.7,111.39,1.016
2022-07-08,161.94,48.16563,389.95,161.13,140.97,478.9,75.65,212.06,77.11,10.84,12.98,228.77,16.64,111.87,1.0185
2022-07-11,163.44,48.50954,388.16,161.55,139.93,479.29,75.66,212.11,76.26,10.89,12.79,225.87,16.73,112.25,1.004
2022-07-12,162.14,48.38004,383.67,162.16,136.69,482.19,75.37,212.13,74.63,10.89,12.62,224.38,16.64,112.41,1.0037
2022-07-13,161.33,47.58976,380.91,159.99,135.44,481.14,74.95,211.97,72.89,10.9,12.66,221.91,16.44,112.49,1.0059
2022-07-14,161.33,47.42268,385.45,159.67,136.63,481.14,73.47,211.97,72.89,10.89,12.63,221.91,16.47,112.49,1.0018
2022-07-15,160.2,48.17974,390.01,162.22,137.74,482.07,74.41,211.42,71.81,10.86,12.52,223.56,16.34,112.37,1.008
2022-07-18,160.2,48.66726,381.23,164.62,135.19,483.83,75.98,211.43,72.33,10.88,12.79,222.54,16.23,112.57,1.0143
2022-07-19,158.85,48.2863,391.62,164.64,138.08,490.25,76.51,211.87,72.07,10.9,12.73,226.3,16.19,112.86,1.0227
2022-07-20,162.76,49.04327,396.97,165.91,142.06,492.66,76.73,212.62,72.86,11.06,12.83,228.6,16.34,113.76,1.018
2022-07-21,164.08,49.57769,403.92,169.06,144.23,493.67,76.79,212.81,73.43,11.07,12.85,230.08,16.47,113.89,1.023
2022-07-22,166.82,49.68726,397.39,170.33,140.47,495.68,76.89,213.6,74.06,11.14,12.84,227.55,16.53,114.45,1.0213
2022-07-25,165.01,49.63311,397.27,168.96,139.67,495.98,77.03,214.04,74.74,11.19,12.76,227.05,16.6,114.94,1.022
2022-07-26,166.59,49.82719,394.21,168.62,138.57,495.31,77.03,213.84,74.56,11.23,12.81,225.23,16.7,114.84,1.0117
2022-07-27,166.44,49.98516,408.01,169.9,142.92,499.22,77.45,214.1,74.27,11.19,12.78,230.04,16.75,114.83,1.02
2022-07-28,169.45,50.07876,412.44,171.52,144.0,501.99,77.81,215.15,75.18,11.21,12.83,231.41,16.88,115.17,1.0197
2022-07-29,169.97,50.89732,416.59,175.82,144.53,505.34,79.09,216.13,75.95,11.27,12.74,232.67,16.94,115.7,1.022
2022-08-01,173.23,50.6716,412.56,176.26,142.96,505.72,79.23,216.5,76.4,11.28,12.73,231.04,16.93,116.04,1.0262
2022-08-02,171.48,50.62285,414.23,175.25,144.42,505.46,78.84,215.94,76.1,11.32,12.55,231.19,16.97,116.06,1.0166
2022-08-03,169.8,51.27094,424.72,175.43,149.26,506.81,79.22,216.1,76.29,11.29,12.59,234.35,17.13,116.19,1.0166
2022-08-04,170.17,51.03058,423.29,176.78,149.21,508.88,79.62,216.47,76.6,11.4,12.69,233.12,17.08,116.78,1.0246
2022-08-05,168.18,51.22263,424.05,173.98,149.87,508.04,79.16,216.0,76.31,11.4,12.79,234.63,17.13,116.53,1.0183
2022-08-08,169.04,51.87328,419.33,176.0,148.51,509.08,79.96,216.31,76.97,11.41,12.77,234.73,17.15,116.68,1.0197
2022-08-09,167.9,51.0276,415.64,172.92,145.89,507.5,79.43,216.23,77.42,11.43,12.76,232.82,17.13,116.74,1.0213
2022-08-10,167.81,51.31235,419.35,174.37,147.65,509.92,79.84,216.68,77.92,11.42,12.65,236.85,17.02,116.78,1.0299
2022-08-11,167.81,51.8393,419.47,175.41,146.82,511.44,79.93,217.06,79.11,11.47,12.88,236.99,17.11,117.04,1.032
2022-08-12,170.95,52.257,431.51,175.0,150.85,512.57,80.42,217.36,78.95,11.49,12.9,240.59,17.31,117.22,1.0259
2022-08-15,170.95,52.257,431.51,175.0,150.85,512.57,80.42,217.36,78.95,11.49,12.9,240.59,17.31,117.22,1.016
2022-08-16,172.2,53.2953,436.59,176.09,152.21,513.89,80.53,217.49,79.21,11.52,12.9,243.89,17.33,117.34,1.0171
2022-08-17,173.48,52.9759,434.52,175.81,150.44,511.13,79.88,216.87,78.46,11.49,12.91,240.9,17.27,116.81,1.018
2022-08-18,172.98,53.22101,437.68,176.13,151.05,511.16,79.75,216.58,78.62,11.41,12.84,241.48,17.33,116.57,1.0087
2022-08-19,172.23,53.17856,434.28,175.86,149.26,510.37,79.22,215.9,78.18,11.42,12.68,238.75,17.4,116.18,1.0037
2022-08-22,172.56,52.99033,426.64,174.23,146.75,507.12,78.23,214.73,77.38,11.36,12.53,234.94,17.41,115.53,0.9943
2022-08-23,171.28,52.58042,424.61,171.72,146.37,505.53,78.25,214.62,77.7,11.27,12.5,234.6,17.41,115.31,0.997
2022-08-24,169.91,52.38622,425.51,173.36,146.39,505.17,78.35,214.34,76.35,11.27,12.42,235.23,17.45,115.33,0.9967
2022-08-25,171.24,52.86618,432.56,173.44,149.24,505.62,78.5,214.54,77.14,11.3,12.7,239.33,17.51,115.59,0.9975
2022-08-26,170.32,53.07615,414.67,171.95,144.16,502.36,78.09,214.2,77.05,11.35,12.78,232.61,17.46,115.46,0.9966
2022-08-29,165.68,50.97354,412.44,167.57,142.63,501.22,76.44,213.65,76.93,11.29,12.55,230.76,17.43,115.36,0.9997
2022-08-30,167.4,50.72825,408.09,167.38,142.11,500.05,76.44,213.0,76.56,11.29,12.59,229.9,17.38,114.83,1.0015
2022-08-31,166.69,50.43764,401.57,166.26,140.41,497.36,75.8,212.42,75.82,11.23,12.62,227.87,17.2,114.36,1.0054
2022-09-01,164.75,50.17611,406.99,162.24,140.04,495.02,74.27,211.79,75.26,11.14,12.36,227.19,17.3,113.74,0.9946
2022-09-02,162.58,50.48144,398.85,162.98,137.72,496.98,75.14,212.25,74.63,11.14,12.28,225.78,17.17,113.98,0.9954
2022-09-05,163.65,50.06546,398.85,161.88,138.69,495.22,75.19,211.68,75.74,11.09,12.21,225.78,17.33,113.5,0.9929
2022-09-06,161.46,49.97477,402.34,162.56,137.98,494.01,75.31,211.22,75.88,11.11,12.23,226.08,17.34,113.64,0.9904
2022-09-07,158.4,49.65407,408.78,162.49,139.36,494.33,74.83,211.54,75.87,11.12,12.11,227.53,17.26,113.75,1.0006
2022-09-08,162.24,50.25579,411.68,162.67,141.25,494.59,75.37,211.06,76.32,11.15,12.13,230.11,17.3,113.89,0.9997
2022-09-09,163.68,50.76586,414.54,166.45,143.83,496.59,77.0,211.25,75.5,11.2,12.32,234.1,17.21,114.15,1.0042
2022-09-12,163.55,51.21254,415.1,168.85,144.08,499.36,78.47,212.04,77.41,11.23,12.37,236.41,17.1,114.48,1.0122
2022-09-13,163.71,50.78016,401.16,166.02,139.24,495.39,77.9,211.29,76.96,11.24,12.3,231.71,17.21,114.2,0.997
2022-09-14,162.84,49.89497,404.0,163.62,139.96,494.36,77.06,210.95,76.66,11.17,12.22,231.15,17.19,113.97,0.9981
2022-09-15,161.76,50.17989,397.22,162.1,137.74,492.56,77.04,210.63,76.43,11.18,12.18,229.87,17.15,113.92,1.0001
2022-09-16,160.71,48.60598,392.51,157.88,135.59,489.19,75.6,210.19,74.96,11.08,12.01,224.72,17.02,113.52,1.0016
2022-09-19,160.71,48.95126,395.19,157.63,136.01,488.79,75.33,209.97,76.1,11.11,11.94,225.41,17.02,113.48,1.0024
2022-09-20,161.41,48.8477,391.47,155.62,135.19,486.07,74.62,209.15,75.84,11.09,12.07,221.72,17.01,113.12,0.9971
2022-09-21,160.6,49.57447,389.59,157.67,134.96,485.74,75.01,208.96,75.65,11.05,11.89,220.82,17.22,112.91,0.9837
2022-09-22,163.46,48.31301,388.71,154.52,132.92,481.51,74.5,208.45,75.38,11.03,11.71,218.97,17.23,112.5,0.9836
2022-09-23,163.46,47.91388,387.47,151.38,132.37,476.8,72.53,207.44,72.59,10.99,11.47,216.36,17.32,112.03,0.9687
2022-09-26,159.75,48.38911,386.12,153.47,132.15,473.76,72.46,206.17,72.74,10.89,11.28,215.0,17.24,111.39,0.9609
2022-09-27,160.35,48.43456,386.84,153.38,133.47,473.61,72.13,205.16,71.07,10.87,11.27,215.04,17.1,111.21,0.9594
2022-09-28,158.36,47.33045,394.68,152.8,135.42,472.96,71.57,204.22,70.25,10.77,10.95,218.37,17.01,110.54,0.9735
2022-09-29,160.13,46.8392,382.45,151.45,131.23,470.05,70.42,203.65,69.61,10.67,10.96,212.7,16.66,110.18,0.9815
2022-09-30,156.67,46.97651,375.41,152.89,129.58,471.15,71.42,203.81,68.3,10.67,11.01,211.96,16.59,110.32,0.9802
2022-10-03,157.8,46.74755,384.2,153.99,132.47,472.87,72.18,203.77,69.52,10.65,10.93,215.67,16.63,110.45,0.9826
2022-10-04,159.59,48.10431,390.96,158.74,135.36,480.21,74.4,205.11,70.87,10.73,11.28,221.39,16.55,111.41,0.9986
2022-10-05,161.39,48.51465,396.59,158.77,137.71,478.67,74.16,205.03,70.23,10.77,11.43,222.08,16.67,111.26,0.9884
2022-10-06,162.42,48.9442,394.62,159.1,137.79,478.37,73.67,204.79,72.65,10.76,11.43,221.24,16.75,111.22,0.9791
2022-10-07,161.41,47.86395,385.35,155.8,133.0,476.06,72.9,204.24,70.22,10.73,11.27,216.89,16.74,110.88,0.9744
2022-10-10,161.41,47.78168,383.47,154.48,130.82,475.69,72.72,203.73,70.9,10.67,11.12,216.36,16.88,110.5,0.9702
2022-10-11,158.82,46.75883,379.28,151.73,127.83,474.13,71.79,203.17,69.06,10.61,10.79,215.34,16.72,110.19,0.9708
2022-10-12,157.26,47.43907,379.7,153.01,127.68,472.38,71.85,203.07,68.39,10.58,10.77,214.43,16.68,109.98,0.9703
2022-10-13,154.92,46.0665,387.65,148.14,128.85,474.25,71.81,202.55,67.6,10.54,10.61,216.72,16.49,109.83,0.9776
2022-10-14,156.92,48.31241,375.75,153.99,124.96,475.31,73.95,202.39,66.25,10.6,10.77,213.91,16.4,109.99,0.9722
2022-10-17,153.93,47.41336,383.62,155.56,127.91,478.37,74.76,202.51,66.73,10.58,10.74,218.38,16.28,110.13,0.9841
2022-10-18,155.07,48.24472,386.89,157.46,129.18,480.62,75.35,202.79,66.78,10.63,10.89,221.04,16.27,110.38,0.9858
2022-10-19,155.59,47.94184,387.37,154.44,128.35,479.16,74.26,202.38,66.18,10.62,10.71,219.39,16.27,110.27,0.9773
2022-10-20,153.75,47.99551,382.22,154.93,127.81,479.9,74.29,202.03,65.6,10.59,10.62,218.39,16.08,110.07,0.9786
2022-10-21,152.85,47.74875,394.08,153.37,130.31,478.37,73.82,201.7,63.61,10.55,10.57,221.93,16.11,109.81,0.9862
2022-10-24,152.94,48.61716,395.82,156.89,129.87,480.38,75.43,202.21,64.96,10.57,10.28,222.16,15.96,110.1,0.9874
2022-10-25,153.69,48.78441,399.96,158.93,132.48,483.08,75.68,202.91,65.6,10.61,10.28,226.1,15.99,109.78,0.9966
2022-10-26,154.46,48.15403,390.5,160.49,129.04,484.68,76.19,203.51,66.33,10.67,10.37,224.12,15.97,110.05,1.0081
2022-10-27,155.08,48.52676,390.56,159.79,129.85,484.61,76.32,204.23,67.23,10.73,10.48,225.01,16.12,110.59,0.9964
2022-10-28,153.98,48.75742,398.73,160.43,132.82,485.1,76.66,204.07,67.07,10.74,10.27,228.24,16.23,111.29,0.9965
2022-10-31,156.16,49.5398,399.72,160.92,132.55,485.4,77.01,204.15,66.58,10.81,10.26,229.13,16.32,111.63,0.9882
2022-11-01,156.16,49.5398,399.72,160.92,132.55,485.4,77.01,204.15,66.58,10.81,10.26,229.13,16.32,111.63,0.9877
2022-11-02,158.6,49.18016,385.13,161.54,127.3,485.25,77.57,204.39,66.45,10.9,10.59,226.53,16.38,111.79,0.9818
2022-11-03,158.6,48.58931,384.52,157.07,126.59,483.81,77.13,203.41,66.09,10.81,10.45,225.94,16.52,110.76,0.9749
2022-11-04,156.34,48.32208,384.71,160.13,124.03,487.28,78.49,203.63,67.18,10.82,10.75,226.21,16.37,111.67,0.9957
2022-11-07,156.4,47.85472,384.96,159.42,124.46,488.34,78.06,203.66,68.11,10.87,10.89,227.63,16.31,111.95,1.002
2022-11-08,157.76,48.14631,384.32,162.17,125.07,490.57,78.49,203.96,68.67,10.9,10.91,227.17,16.25,112.17,1.0074
2022-11-09,156.61,48.15,378.21,162.2,123.02,490.78,78.22,204.72,68.86,10.92,10.98,223.88,16.33,112.25,1.0011
2022-11-10,158.08,48.94016,394.36,169.06,130.65,497.64,79.61,206.59,70.21,10.94,10.98,232.27,16.33,113.04,1.0209
2022-11-11,158.08,48.60762,392.97,170.76,132.53,497.64,79.02,206.59,70.21,11.08,11.51,232.27,16.24,113.04,1.0347
2022-11-14,158.41,48.76161,390.11,171.41,131.16,500.01,79.24,207.15,72.14,11.12,11.58,234.73,16.35,113.82,1.0327
2022-11-15,159.45,48.93597,393.16,170.98,134.09,500.31,79.51,207.88,72.87,11.13,11.92,236.09,16.44,114.15,1.0349
2022-11-16,159.27,48.20878,389.09,168.84,130.6,498.09,79.06,208.58,73.0,11.14,11.89,232.08,16.46,113.86,1.0395
2022-11-17,158.97,47.66184,390.78,167.46,129.83,496.8,78.69,208.38,72.27,11.15,11.73,230.75,16.49,113.79,1.0362
2022-11-18,159.37,48.62092,391.54,170.23,128.93,498.16,79.65,208.38,72.18,11.12,11.76,231.13,16.44,113.89,1.0325
2022-11-21,159.37,48.86153,393.55,170.66,128.45,497.8,79.89,208.6,71.78,11.13,11.59,232.06,16.61,113.95,1.0242
2022-11-22,160.61,48.80536,396.85,169.71,129.64,498.47,80.41,209.2,72.31,11.15,11.5,232.75,16.61,114.22,1.0304
2022-11-23,160.61,49.08337,395.59,172.26,130.72,500.14,80.56,209.87,72.98,11.19,11.59,232.31,16.56,114.56,1.0397
2022-11-24,164.21,48.99606,395.59,173.12,130.39,502.11,80.74,210.38,73.16,11.26,11.75,232.31,16.5,115.04,1.041
2022-11-25,163.3,49.04863,394.17,172.25,129.8,502.0,80.94,210.39,73.42,11.27,11.71,232.34,16.61,115.21,1.0395
2022-11-28,163.04,48.94889,389.04,171.86,128.1,499.86,80.16,210.38,74.07,11.28,11.55,229.37,16.63,114.88,1.034
2022-11-29,163.65,48.70406,388.68,170.57,127.78,499.19,80.5,210.08,74.7,11.26,11.88,229.59,16.75,114.9,1.033
2022-11-30,162.58,48.78333,404.38,172.11,133.13,500.74,80.9,210.7,75.48,11.29,12.1,234.71,16.91,114.91,1.0406
2022-12-01,163.68,49.41949,398.01,175.29,132.99,504.76,81.34,212.14,76.25,11.29,12.24,233.01,16.75,115.34,1.052
2022-12-02,160.67,48.66046,397.72,174.27,131.51,504.74,81.21,212.4,76.41,11.29,12.19,232.41,16.84,115.35,1.0535
2022-12-05,159.49,48.80419,389.13,172.65,128.12,503.69,81.12,212.05,76.58,11.31,12.38,228.4,16.74,115.35,1.0491
2022-12-06,159.11,48.23507,383.74,170.93,126.04,502.2,81.11,212.1,75.37,11.31,12.21,225.52,16.7,115.33,1.0467
2022-12-07,158.88,47.54706,381.75,169.53,125.53,501.4,80.45,212.41,75.36,11.28,11.98,224.2,16.71,115.45,1.0506
2022-12-08,158.16,47.88505,384.11,168.72,127.23,501.39,80.25,212.12,75.54,11.26,12.17,225.27,16.7,115.1,1.0556
2022-12-09,159.76,47.62943,380.31,170.23,126.79,502.56,80.86,212.14,75.68,11.2,12.36,225.4,16.71,114.96,1.054
2022-12-12,158.76,47.50332,387.47,169.78,128.67,502.52,80.45,211.9,75.66,11.25,12.19,226.41,16.72,114.92,1.0537
2022-12-13,160.23,48.81771,386.07,175.43,129.42,506.18,81.91,212.42,76.47,11.26,12.24,227.76,16.66,115.24,1.0633
2022-12-14,161.34,48.00976,383.42,173.4,128.92,505.89,81.32,212.86,76.55,11.29,12.37,227.01,16.69,115.33,1.0682
2022-12-15,157.74,46.91009,372.94,167.19,124.96,501.13,79.69,212.66,76.22,11.28,12.21,221.2,16.65,115.05,1.0628
2022-12-16,157.67,46.48751,370.31,165.62,124.1,498.68,79.38,212.23,75.69,11.21,12.17,220.16,16.65,114.52,1.0586
2022-12-19,156.56,46.04235,368.17,163.99,122.43,498.24,79.61,211.91,75.17,11.19,12.13,218.71,16.65,114.42,1.0607
2022-12-20,158.64,45.80311,366.79,162.23,121.77,496.72,80.09,211.49,74.8,11.12,11.99,217.95,16.58,114.09,1.0624
2022-12-21,157.2,46.21262,372.7,163.51,123.57,498.98,80.76,211.41,75.41,11.16,12.0,221.1,16.64,114.11,1.0605
2022-12-22,158.29,46.13132,367.37,162.68,121.08,496.99,80.87,211.33,75.49,11.16,12.18,219.87,16.68,114.19,1.0596
2022-12-23,156.26,45.62659,369.01,161.29,120.68,496.91,80.63,211.14,75.41,11.17,12.03,219.76,16.65,114.14,1.0617
2022-12-26,156.26,45.62659,369.01,161.29,120.68,496.91,80.63,211.14,75.41,11.17,12.03,219.76,16.65,114.14,1.0637
2022-12-27,156.77,45.92029,366.01,161.93,119.01,497.06,80.91,211.35,75.33,11.16,12.11,219.04,16.58,114.17,1.064
2022-12-28,156.12,46.10029,362.72,162.75,118.51,496.53,81.24,211.14,75.28,11.17,12.16,217.67,16.59,114.08,1.0612
2022-12-29,155.94,45.79667,368.17,163.44,120.93,497.86,80.99,211.26,75.25,11.16,12.07,220.6,16.55,114.13,1.0661
2022-12-30,157.4,45.60732,367.03,161.89,120.47,495.97,80.57,211.08,75.14,11.17,12.09,219.79,16.52,114.06,1.0705
2023-01-02,157.4,46.08386,367.03,162.15,120.59,497.32,81.14,211.03,75.35,11.17,12.1,219.79,16.53,114.16,1.0667
2023-01-03,157.4,46.62431,370.36,165.21,121.67,499.0,81.93,211.47,75.65,11.19,12.25,223.23,16.74,114.47,1.0548
2023-01-04,156.03,46.58245,370.64,167.29,122.41,503.13,82.27,211.93,76.22,11.25,12.48,225.1,16.72,114.89,1.0604
2023-01-05,154.94,46.51472,368.72,166.93,120.56,502.94,82.57,211.85,75.97,11.26,12.64,224.86,16.81,114.92,1.0522
2023-01-06,155.61,46.22109,373.46,167.08,121.26,505.27,82.76,212.55,76.28,11.28,12.66,226.72,16.76,115.15,1.0644
2023-01-09,155.61,46.97674,369.55,171.37,121.5,508.22,83.78,212.86,77.07,11.33,12.99,226.95,16.68,115.47,1.073
2023-01-10,154.31,46.7766,373.45,171.17,122.4,506.77,83.36,212.49,76.82,11.35,12.96,227.07,16.65,115.37,1.0733
2023-01-11,154.92,47.2504,377.83,173.17,124.05,508.38,83.43,213.2,77.37,11.37,13.0,228.14,16.68,115.64,1.0757
2023-01-12,157.75,46.8799,377.77,172.82,124.18,510.03,83.8,214.03,77.95,11.43,13.0,228.87,16.76,115.99,1.0853
2023-01-13,159.54,47.21093,378.33,175.08,125.01,511.2,84.24,213.99,78.39,11.48,13.13,230.02,16.78,116.26,1.083
2023-01-16,157.02,47.6327,378.33,175.96,124.99,513.45,84.38,214.0,78.47,11.52,13.18,230.02,16.75,116.4,1.0822
2023-01-17,159.18,47.76479,379.2,176.59,126.09,514.58,84.31,214.59,78.48,11.52,13.13,230.77,16.83,116.62,1.0788
2023-01-18,160.71,47.89737,373.3,178.81,124.59,516.31,85.2,215.57,78.33,11.6,13.17,229.85,16.92,116.99,1.0794
2023-01-19,160.44,46.58839,371.67,175.42,123.79,513.22,83.96,214.95,79.38,11.59,13.16,228.26,16.96,116.71,1.0833
2023-01-20,158.76,46.73552,377.54,175.17,126.29,517.62,84.59,214.16,79.36,11.56,13.16,231.42,16.87,116.63,1.0856
2023-01-23,159.2,47.39943,381.08,176.34,128.74,518.95,84.53,213.81,79.68,11.55,13.16,233.53,16.86,116.61,1.0872
2023-01-24,161.61,47.38148,379.81,175.64,127.96,517.85,84.54,214.33,79.77,11.56,13.16,232.34,16.87,116.66,1.0887
2023-01-25,162.2,46.81163,378.8,174.21,127.66,517.31,84.36,214.48,79.71,11.57,13.36,231.72,16.85,116.69,1.0916
2023-01-26,161.74,47.71284,383.99,177.71,130.76,518.71,85.01,214.25,79.8,11.59,13.53,234.96,16.93,116.78,1.0892
2023-01-27,162.5,48.25619,385.29,177.64,131.84,519.28,85.32,214.16,79.8,11.61,13.56,236.17,16.97,116.81,1.0868
2023-01-30,161.98,48.14883,380.05,177.69,128.5,518.71,85.18,213.55,79.65,11.6,13.48,233.3,16.87,116.77,1.0851
2023-01-31,162.43,47.95214,384.63,176.35,130.37,518.11,84.85,213.77,79.34,11.6,13.28,235.68,16.85,116.54,1.0863
2023-02-01,161.32,48.31316,388.47,177.48,133.14,519.29,85.69,214.22,80.07,11.62,13.46,237.59,16.87,116.64,1.099
2023-02-02,162.29,49.18874,392.86,180.9,136.72,524.79,85.63,216.77,81.37,11.72,13.54,241.98,17.0,117.62,1.091
2023-02-03,160.61,49.36721,392.15,181.32,134.48,524.59,85.65,215.79,80.83,11.75,13.44,240.19,17.01,117.6,1.0795
2023-02-06,160.47,49.35126,393.89,181.53,134.09,522.09,85.52,214.45,79.84,11.71,13.13,239.11,17.05,117.39,1.0726
2023-02-07,163.35,48.93597,400.41,180.97,137.48,520.12,85.82,214.12,79.49,11.79,13.21,241.97,17.06,117.29,1.0726
2023-02-08,162.38,49.70172,394.77,182.34,136.05,519.25,87.01,214.05,78.45,11.8,13.3,239.79,17.0,117.29,1.0712
2023-02-09,163.87,49.65113,390.51,182.39,135.34,520.43,87.23,214.16,79.73,11.77,13.36,238.0,16.89,117.42,1.074
2023-02-10,163.76,49.24072,393.76,179.17,134.46,518.17,86.55,213.19,78.81,11.75,13.2,238.0,16.9,117.16,1.0678
2023-02-13,160.61,49.33756,397.1,181.92,135.58,519.12,87.26,212.96,78.71,11.73,13.14,238.83,16.78,117.06,1.0723
2023-02-14,162.19,49.63647,396.89,183.21,137.52,519.19,87.9,212.36,78.86,11.72,13.18,239.45,16.78,116.93,1.0738
2023-02-15,160.44,49.60157,400.07,182.7,139.19,521.16,87.72,211.89,78.59,11.71,12.98,239.89,16.79,116.86,1.0689
2023-02-16,161.84,49.3968,394.98,181.7,136.46,521.56,88.2,211.77,78.22,11.72,13.04,237.91,16.75,116.92,1.0674
2023-02-17,160.92,49.08699,392.34,181.76,134.59,522.81,88.65,211.59,78.07,11.71,12.86,236.3,16.72,116.78,1.0695
2023-02-20,161.28,49.32622,392.34,181.31,134.39,522.26,88.49,211.48,77.9,11.7,12.93,236.3,16.7,116.78,1.0686
2023-02-21,159.84,48.88847,384.47,180.75,131.59,520.07,88.38,210.31,77.69,11.66,12.81,232.63,16.57,116.43,1.0648
2023-02-22,159.32,48.70154,385.36,180.49,132.81,519.28,87.58,210.12,77.59,11.62,12.66,232.47,16.67,116.22,1.0605
2023-02-23,159.32,49.03165,389.15,182.17,134.55,518.35,88.17,210.66,78.21,11.63,12.72,234.07,16.83,116.48,1.0596
2023-02-24,159.39,48.37395,386.35,179.14,132.78,515.99,87.42,210.26,78.2,11.64,12.49,232.03,16.89,116.36,1.0548
2023-02-27,159.27,48.75955,384.9,180.89,133.03,517.2,88.53,210.05,78.74,11.64,12.42,231.73,16.82,116.32,1.0609
2023-02-28,159.95,48.54799,384.37,178.39,133.05,515.85,88.63,209.41,78.63,11.61,12.37,232.67,16.79,116.12,1.0576
2023-03-01,159.96,48.21378,380.78,178.58,131.85,515.36,88.51,209.25,78.62,11.61,12.63,231.36,16.63,116.02,1.0668
2023-03-02,159.96,48.26087,387.3,178.06,134.36,514.89,88.06,208.87,78.16,11.59,12.56,233.94,16.63,115.87,1.0597
2023-03-03,162.3,48.86588,393.29,180.74,136.84,516.91,88.83,209.08,78.72,11.59,12.64,237.14,16.73,115.98,1.0635
2023-03-06,162.47,49.09686,391.06,180.63,135.58,517.22,89.09,209.41,79.65,11.62,12.71,235.67,16.68,116.17,1.0681
